Lap,Position,Last Lap Position,Diff,Driver,Team,Tyre,Lap Time,Gap Ahead,Gap to Leader,Status
4,14,9,-5,Kanno Sora,LFL Engineering,Medium,1:50.684,+0.050,+3.063,Running
4,15,15,0,Clara Longo,Icarus,Hard,1:51.716,+4.095,+7.157,Running
4,16,18,2,Aida Haque,Icarus,Medium,1:50.399,+0.050,+7.207,Running
4,17,17,0,Ye Li,Racing Life,Medium,1:51.185,+0.456,+7.663,Running
4,18,16,-2,Marek Madeira,Dacia Racing Team,Medium,1:51.521,+0.286,+7.949,Running
5,1,1,0,Mark Graham,Trike Motorsports,Medium,1:50.802,-,-,Running
5,2,3,1,Franc Abel,Shell Motorsports,Soft,1:49.631,+0.050,+0.050,Running
5,3,6,3,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.505,+0.376,+0.426,Running
5,4,9,5,Fidan Basak,Pulang Kabayo Racing,Medium,1:49.144,+0.047,+0.473,Running
5,5,5,0,Sydney Aspen,Villiuride Racing,Medium,1:50.248,+0.273,+0.746,Running
5,6,2,-4,Liesje Roser,Dacia Racing Team,Soft,1:51.651,+0.630,+1.376,Running
5,7,4,-3,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:51.648,+0.246,+1.622,Running
5,8,7,-1,Jamar Henry,Trike Motorsports,Medium,1:50.604,+0.050,+1.672,Running
5,9,10,1,Berend Boer,Shell Motorsports,Medium,1:49.796,+0.437,+2.109,Running
5,10,8,-2,Niamh Murphy,Racing Life,Soft,1:50.902,+0.027,+2.136,Running
5,11,14,3,Kanno Sora,LFL Engineering,Medium,1:49.424,+0.025,+2.161,Running
5,12,11,-1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:51.220,+1.610,+3.771,Running
5,13,13,0,Al Fabet,Villiuride Racing,Medium,1:51.287,+0.202,+3.973,Running
5,14,12,-2,Aleksa Kozlov,LFL Engineering,Medium,1:51.496,+0.145,+4.118,Running
5,15,18,3,Marek Madeira,Dacia Racing Team,Medium,1:50.228,+3.734,+7.852,Running
5,16,16,0,Aida Haque,Icarus,Medium,1:51.075,+0.104,+7.956,Running
5,17,15,-2,Clara Longo,Icarus,Hard,1:51.719,+0.595,+8.551,Running
5,18,17,-1,Ye Li,Racing Life,Medium,1:52.002,+0.789,+9.339,Running
6,1,1,0,Mark Graham,Trike Motorsports,Medium,1:50.477,-,-,Running
6,2,4,2,Fidan Basak,Pulang Kabayo Racing,Medium,1:49.863,+0.050,+0.050,Running
6,3,3,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:50.426,+0.257,+0.307,Running
6,4,2,-2,Franc Abel,Shell Motorsports,Soft,1:50.593,+0.050,+0.357,Running
6,5,6,1,Liesje Roser,Dacia Racing Team,Soft,1:50.588,+0.918,+1.275,Running
6,6,7,1,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:49.989,+0.050,+1.325,Running
6,7,9,2,Berend Boer,Shell Motorsports,Medium,1:50.238,+0.302,+1.628,Running
6,8,5,-3,Sydney Aspen,Villiuride Racing,Medium,1:51.607,+0.384,+2.011,Running
6,9,8,-1,Jamar Henry,Trike Motorsports,Medium,1:50.980,+0.180,+2.192,Running
6,10,10,0,Niamh Murphy,Racing Life,Soft,1:50.391,+0.050,+2.242,Running
6,11,12,1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:49.777,+0.075,+2.316,Running
6,12,11,-1,Kanno Sora,LFL Engineering,Medium,1:51.579,+1.139,+3.455,Running
6,13,14,1,Aleksa Kozlov,LFL Engineering,Medium,1:51.476,+1.257,+4.712,Running
6,14,13,-1,Al Fabet,Villiuride Racing,Medium,1:51.074,+0.050,+4.762,Running
6,15,15,0,Marek Madeira,Dacia Racing Team,Medium,1:51.493,+3.127,+7.889,Running
6,16,16,0,Aida Haque,Icarus,Medium,1:50.269,+0.050,+7.939,Running
6,17,17,0,Clara Longo,Icarus,Hard,1:52.248,+2.574,+10.513,Running
6,18,18,0,Ye Li,Racing Life,Medium,1:52.002,+0.789,+9.339,Crashed on lap 6
7,1,2,1,Fidan Basak,Pulang Kabayo Racing,Medium,1:50.111,-,-,Running
7,2,1,-1,Mark Graham,Trike Motorsports,Medium,1:50.232,+0.071,+0.071,Running
7,3,4,1,Franc Abel,Shell Motorsports,Soft,1:50.068,+0.193,+0.264,Running
7,4,6,2,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:49.350,+0.250,+0.515,Running
7,5,3,-2,Eli Huertez,Pulang Kabayo Racing,Soft,1:50.754,+0.386,+0.900,Running
7,6,9,3,Jamar Henry,Trike Motorsports,Medium,1:50.200,+0.864,+1.764,Running
7,7,7,0,Berend Boer,Shell Motorsports,Medium,1:50.348,+0.050,+1.814,Running
7,8,5,-3,Liesje Roser,Dacia Racing Team,Soft,1:51.216,+0.366,+2.180,Running
7,9,8,-1,Sydney Aspen,Villiuride Racing,Medium,1:50.842,+0.511,+2.692,Running
7,10,10,0,Niamh Murphy,Racing Life,Soft,1:50.623,+0.012,+2.704,Running
7,11,11,0,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.571,+0.022,+2.726,Running
7,12,12,0,Kanno Sora,LFL Engineering,Medium,1:49.759,+0.327,+3.053,Running
7,13,14,1,Al Fabet,Villiuride Racing,Medium,1:49.619,+1.166,+4.220,Running
7,14,13,-1,Aleksa Kozlov,LFL Engineering,Medium,1:51.981,+2.313,+6.532,Running
7,15,15,0,Marek Madeira,Dacia Racing Team,Medium,1:49.740,+0.936,+7.468,Running
7,16,16,0,Aida Haque,Icarus,Medium,1:50.634,+0.944,+8.412,Running
7,17,17,0,Clara Longo,Icarus,Hard,1:51.136,+3.075,+11.488,Running
7,18,18,0,Ye Li,Racing Life,Medium,1:52.002,+0.789,+9.339,Crashed on lap 6
8,1,1,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:50.020,-,-,Running
8,2,3,1,Franc Abel,Shell Motorsports,Soft,1:49.778,+0.023,+0.023,Running
8,3,2,-1,Mark Graham,Trike Motorsports,Medium,1:50.227,+0.256,+0.278,Running
8,4,4,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.228,+0.444,+0.722,Running
8,5,5,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:50.077,+0.235,+0.958,Running
8,6,7,1,Berend Boer,Shell Motorsports,Medium,1:51.276,+1.822,+2.780,Running
8,7,8,1,Liesje Roser,Dacia Racing Team,Soft,1:50.669,+0.050,+2.830,Running
8,8,9,1,Sydney Aspen,Villiuride Racing,Medium,1:50.702,+0.190,+3.020,Running
8,9,6,-3,Jamar Henry,Trike Motorsports,Medium,1:52.261,+0.303,+3.324,Running
8,10,11,1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:51.424,+0.752,+4.075,Running
8,11,10,-1,Niamh Murphy,Racing Life,Soft,1:51.441,+0.050,+4.125,Running
8,12,12,0,Kanno Sora,LFL Engineering,Medium,1:51.292,+0.200,+4.325,Running
8,13,13,0,Al Fabet,Villiuride Racing,Medium,1:51.394,+1.268,+5.594,Running
8,14,14,0,Aleksa Kozlov,LFL Engineering,Medium,1:50.123,+1.042,+6.636,Running
8,15,16,1,Aida Haque,Icarus,Medium,1:50.270,+2.027,+8.663,Running
8,16,15,-1,Marek Madeira,Dacia Racing Team,Medium,1:51.323,+0.109,+8.772,Running
8,17,17,0,Clara Longo,Icarus,Hard,1:50.791,+3.487,+12.259,Running
8,18,18,0,Ye Li,Racing Life,Medium,1:52.002,+0.789,+9.339,Crashed on lap 6
9,1,5,4,Eli Huertez,Pulang Kabayo Racing,Soft,1:50.516,-,-,Running
9,2,2,0,Franc Abel,Shell Motorsports,Soft,1:50.607,+0.050,+0.050,Running
9,3,4,1,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.775,+0.794,+0.844,Running
9,4,3,-1,Mark Graham,Trike Motorsports,Medium,1:51.648,+0.112,+0.956,Running
9,5,1,-4,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.585,+0.050,+1.006,Running
9,6,7,1,Liesje Roser,Dacia Racing Team,Soft,1:49.905,+1.150,+2.156,Running
9,7,8,1,Sydney Aspen,Villiuride Racing,Medium,1:50.235,+0.520,+2.676,Running
9,8,11,3,Niamh Murphy,Racing Life,Soft,1:49.233,+0.103,+2.779,Running
9,9,9,0,Jamar Henry,Trike Motorsports,Medium,1:50.902,+0.480,+3.259,Running
9,10,10,0,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:49.805,+0.042,+3.301,Running
9,11,6,-5,Berend Boer,Shell Motorsports,Medium,1:51.108,+0.008,+3.309,Running
9,12,12,0,Kanno Sora,LFL Engineering,Medium,1:50.159,+0.288,+3.597,Running
9,13,14,1,Aleksa Kozlov,LFL Engineering,Medium,1:50.617,+1.861,+5.458,Running
9,14,13,-1,Al Fabet,Villiuride Racing,Medium,1:50.493,+0.050,+5.508,Running
9,15,16,1,Marek Madeira,Dacia Racing Team,Medium,1:50.796,+3.481,+8.989,Running
9,16,15,-1,Aida Haque,Icarus,Medium,1:51.671,+0.765,+9.754,Running
9,17,17,0,Clara Longo,Icarus,Hard,1:52.864,+4.790,+14.544,Running
9,18,18,0,Ye Li,Racing Life,Medium,1:52.002,+0.789,+9.339,Crashed on lap 6
10,1,1,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.276,-,-,Running
10,2,2,0,Franc Abel,Shell Motorsports,Soft,1:49.550,+0.325,+0.325,Running
10,3,4,1,Mark Graham,Trike Motorsports,Medium,1:50.963,+2.319,+2.644,Running
10,4,5,1,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.295,+0.047,+2.691,Running
10,5,3,-2,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:51.173,+0.050,+2.741,Running
10,6,6,0,Liesje Roser,Dacia Racing Team,Soft,1:50.146,+0.234,+2.975,Running
10,7,9,2,Jamar Henry,Trike Motorsports,Medium,1:50.466,+0.434,+3.409,Running
10,8,11,3,Berend Boer,Shell Motorsports,Medium,1:49.426,+0.050,+3.459,Running
10,9,8,-1,Niamh Murphy,Racing Life,Soft,1:50.990,+1.034,+4.493,Running
10,10,7,-3,Sydney Aspen,Villiuride Racing,Medium,1:51.113,+0.020,+4.513,Running
10,11,10,-1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.547,+0.059,+4.572,Running
10,12,12,0,Kanno Sora,LFL Engineering,Medium,1:50.294,+0.043,+4.615,Running
10,13,14,1,Al Fabet,Villiuride Racing,Medium,1:51.387,+3.004,+7.619,Running
10,14,13,-1,Aleksa Kozlov,LFL Engineering,Medium,1:52.260,+0.823,+8.442,Running
10,15,15,0,Marek Madeira,Dacia Racing Team,Medium,1:50.295,+1.566,+10.008,Running
10,16,16,0,Aida Haque,Icarus,Medium,1:51.350,+1.821,+11.829,Running
10,17,17,0,Clara Longo,Icarus,Hard,1:51.786,+5.225,+17.055,Running
10,18,18,0,Ye Li,Racing Life,Medium,1:52.002,+0.789,+9.339,Crashed on lap 6
11,1,1,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:50.227,-,-,Running
11,2,2,0,Franc Abel,Shell Motorsports,Soft,1:50.746,+0.843,+0.843,Running
11,3,5,2,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.430,+2.101,+2.944,Running
11,4,3,-1,Mark Graham,Trike Motorsports,Medium,1:50.564,+0.036,+2.980,Running
11,5,7,2,Jamar Henry,Trike Motorsports,Medium,1:50.178,+0.380,+3.360,Running
11,6,10,4,Sydney Aspen,Villiuride Racing,Medium,1:49.381,+0.307,+3.666,Running
11,7,11,4,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.163,+0.437,+4.103,Running
11,8,6,-2,Liesje Roser,Dacia Racing Team,Soft,1:51.405,+0.050,+4.153,Running
11,9,4,-5,Fidan Basak,Pulang Kabayo Racing,Medium,1:52.221,+0.531,+4.685,Running
11,10,12,2,Kanno Sora,LFL Engineering,Medium,1:50.432,+0.135,+4.820,Running
11,11,8,-3,Berend Boer,Shell Motorsports,Medium,1:51.947,+0.359,+5.179,Running
11,12,9,-3,Niamh Murphy,Racing Life,Soft,1:51.206,+0.293,+5.472,Running
11,13,13,0,Al Fabet,Villiuride Racing,Medium,1:50.844,+2.764,+8.236,Running
11,14,15,1,Marek Madeira,Dacia Racing Team,Medium,1:51.227,+2.771,+11.007,Running
11,15,16,1,Aida Haque,Icarus,Medium,1:52.000,+2.594,+13.602,Running
11,16,17,1,Clara Longo,Icarus,Hard,1:50.483,+3.708,+17.310,Running
11,17,14,-3,Aleksa Kozlov,LFL Engineering,Hard,1:50.090,+12.995,+30.305,Running
11,18,18,0,Ye Li,Racing Life,Medium,1:52.002,+0.789,+9.339,Crashed on lap 6
12,1,1,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.946,-,-,Running
12,2,2,0,Franc Abel,Shell Motorsports,Soft,1:49.844,+0.741,+0.741,Running
12,3,4,1,Mark Graham,Trike Motorsports,Medium,1:50.770,+2.978,+3.719,Running
12,4,5,1,Jamar Henry,Trike Motorsports,Medium,1:50.356,+0.050,+3.769,Running
12,5,7,2,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.237,+0.625,+4.394,Running
12,6,6,0,Sydney Aspen,Villiuride Racing,Medium,1:50.957,+0.283,+4.677,Running
12,7,3,-4,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:52.064,+0.385,+5.061,Running
12,8,9,1,Fidan Basak,Pulang Kabayo Racing,Medium,1:50.541,+0.219,+5.280,Running
12,9,11,2,Berend Boer,Shell Motorsports,Medium,1:50.490,+0.442,+5.722,Running
12,10,12,2,Niamh Murphy,Racing Life,Soft,1:51.102,+0.223,+5.946,Running
12,11,8,-3,Liesje Roser,Dacia Racing Team,Soft,1:51.789,+0.050,+5.996,Running
12,12,10,-2,Kanno Sora,LFL Engineering,Medium,1:52.011,+0.889,+6.884,Running
12,13,13,0,Al Fabet,Villiuride Racing,Medium,1:51.479,+2.884,+9.769,Running
12,14,14,0,Marek Madeira,Dacia Racing Team,Medium,1:50.667,+1.959,+11.728,Running
12,15,15,0,Aida Haque,Icarus,Medium,1:50.521,+2.448,+14.176,Running
12,16,16,0,Clara Longo,Icarus,Hard,1:51.610,+4.798,+18.974,Running
12,17,17,0,Aleksa Kozlov,LFL Engineering,Hard,1:50.449,+11.834,+30.807,Running
12,18,18,0,Ye Li,Racing Life,Medium,1:52.002,+0.789,+9.339,Crashed on lap 6
13,1,1,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:51.714,-,-,Running
13,2,2,0,Franc Abel,Shell Motorsports,Soft,1:51.489,+0.515,+0.515,Running
13,3,3,0,Mark Graham,Trike Motorsports,Medium,1:50.468,+1.483,+1.998,Running
13,4,5,1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:49.369,+0.050,+2.048,Running
13,5,4,-1,Jamar Henry,Trike Motorsports,Medium,1:51.072,+1.079,+3.127,Running
13,6,9,3,Berend Boer,Shell Motorsports,Medium,1:49.729,+0.609,+3.737,Running
13,7,11,4,Liesje Roser,Dacia Racing Team,Soft,1:49.800,+0.236,+3.972,Running
13,8,7,-1,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.675,+0.050,+4.022,Running
13,9,6,-3,Sydney Aspen,Villiuride Racing,Medium,1:51.616,+0.009,+4.031,Running
13,10,12,2,Kanno Sora,LFL Engineering,Medium,1:49.820,+0.725,+4.756,Running
13,11,8,-3,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.240,+0.050,+4.806,Running
13,12,10,-2,Niamh Murphy,Racing Life,Soft,1:51.466,+0.891,+5.697,Running
13,13,13,0,Al Fabet,Villiuride Racing,Medium,1:49.304,+1.661,+7.358,Running
13,14,14,0,Marek Madeira,Dacia Racing Team,Medium,1:49.691,+2.346,+9.704,Running
13,15,15,0,Aida Haque,Icarus,Medium,1:50.953,+3.711,+13.415,Running
13,16,16,0,Clara Longo,Icarus,Hard,1:51.883,+5.727,+19.142,Running
13,17,17,0,Aleksa Kozlov,LFL Engineering,Hard,1:50.485,+10.436,+29.578,Running
13,18,18,0,Ye Li,Racing Life,Medium,1:52.002,+0.789,+9.339,Crashed on lap 6
14,1,2,1,Franc Abel,Shell Motorsports,Soft,1:49.208,-,-,Running
14,2,1,-1,Eli Huertez,Pulang Kabayo Racing,Soft,1:51.085,+1.361,+1.361,Running
14,3,3,0,Mark Graham,Trike Motorsports,Medium,1:51.082,+1.996,+3.356,Running
14,4,4,0,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:51.535,+0.503,+3.860,Running
14,5,7,2,Liesje Roser,Dacia Racing Team,Soft,1:50.080,+0.468,+4.328,Running
14,6,6,0,Berend Boer,Shell Motorsports,Medium,1:50.623,+0.308,+4.636,Running
14,7,5,-2,Jamar Henry,Trike Motorsports,Medium,1:51.367,+0.134,+4.770,Running
14,8,9,1,Sydney Aspen,Villiuride Racing,Medium,1:50.948,+0.485,+5.255,Running
14,9,8,-1,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:51.741,+0.785,+6.039,Running
14,10,12,2,Niamh Murphy,Racing Life,Soft,1:50.416,+0.210,+6.249,Running
14,11,11,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.217,+0.050,+6.299,Running
14,12,10,-2,Kanno Sora,LFL Engineering,Medium,1:52.007,+0.740,+7.039,Running
14,13,13,0,Al Fabet,Villiuride Racing,Medium,1:52.387,+2.983,+10.022,Running
14,14,14,0,Marek Madeira,Dacia Racing Team,Medium,1:51.932,+1.890,+11.912,Running
14,15,15,0,Aida Haque,Icarus,Medium,1:51.851,+3.630,+15.542,Running
14,16,16,0,Clara Longo,Icarus,Hard,1:50.789,+4.665,+20.207,Running
14,17,17,0,Aleksa Kozlov,LFL Engineering,Hard,1:50.415,+10.062,+30.269,Running
14,18,18,0,Ye Li,Racing Life,Medium,1:52.002,+0.789,+9.339,Crashed on lap 6
15,1,1,0,Franc Abel,Shell Motorsports,Soft,1:49.805,-,-,Running
15,2,2,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.759,+1.314,+1.314,Running
15,3,3,0,Mark Graham,Trike Motorsports,Medium,1:51.619,+2.928,+4.242,Running
15,4,4,0,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.237,+0.050,+4.292,Running
15,5,8,3,Sydney Aspen,Villiuride Racing,Medium,1:50.299,+0.828,+5.120,Running
15,6,10,4,Niamh Murphy,Racing Life,Soft,1:49.616,+0.578,+5.698,Running
15,7,6,-1,Berend Boer,Shell Motorsports,Medium,1:51.384,+0.516,+6.214,Running
15,8,7,-1,Jamar Henry,Trike Motorsports,Medium,1:51.483,+0.234,+6.448,Running
15,9,12,3,Kanno Sora,LFL Engineering,Medium,1:50.973,+1.074,+7.522,Running
15,10,11,1,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.078,+0.050,+7.572,Running
15,11,13,2,Al Fabet,Villiuride Racing,Medium,1:51.132,+3.777,+11.348,Running
15,12,14,2,Marek Madeira,Dacia Racing Team,Medium,1:51.966,+2.724,+14.073,Running
15,13,15,2,Aida Haque,Icarus,Medium,1:50.536,+2.200,+16.273,Running
15,14,16,2,Clara Longo,Icarus,Hard,1:52.073,+6.202,+22.474,Running
15,15,5,-10,Liesje Roser,Dacia Racing Team,Hard,1:50.326,+4.374,+26.849,Running
15,16,9,-7,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:51.633,+3.018,+29.867,Running
15,17,17,0,Aleksa Kozlov,LFL Engineering,Hard,1:52.115,+2.711,+32.578,Running
15,18,18,0,Ye Li,Racing Life,Medium,1:52.002,+0.789,+9.339,Crashed on lap 6
16,1,1,0,Franc Abel,Shell Motorsports,Soft,1:51.103,-,-,Running
16,2,3,1,Mark Graham,Trike Motorsports,Medium,1:50.455,+3.594,+3.594,Running
16,3,4,1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:51.457,+0.885,+4.479,Running
16,4,6,2,Niamh Murphy,Racing Life,Soft,1:49.933,+0.050,+4.529,Running
16,5,8,3,Jamar Henry,Trike Motorsports,Medium,1:49.927,+0.743,+5.272,Running
16,6,5,-1,Sydney Aspen,Villiuride Racing,Medium,1:51.628,+0.374,+5.646,Running
16,7,9,2,Kanno Sora,LFL Engineering,Medium,1:50.368,+0.539,+6.184,Running
16,8,7,-1,Berend Boer,Shell Motorsports,Medium,1:51.123,+0.050,+6.234,Running
16,9,10,1,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.028,+1.263,+7.497,Running
16,10,11,1,Al Fabet,Villiuride Racing,Medium,1:51.915,+4.664,+12.161,Running
16,11,12,1,Marek Madeira,Dacia Racing Team,Medium,1:50.291,+1.100,+13.261,Running
16,12,13,1,Aida Haque,Icarus,Medium,1:50.612,+2.522,+15.783,Running
16,13,14,1,Clara Longo,Icarus,Hard,1:51.859,+7.448,+23.231,Running
16,14,2,-12,Eli Huertez,Pulang Kabayo Racing,Medium,1:52.046,+1.027,+24.257,Running
16,15,15,0,Liesje Roser,Dacia Racing Team,Hard,1:50.406,+1.896,+26.153,Running
16,16,16,0,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:49.803,+2.415,+28.568,Running
