Lap,Event
24,Clara Longo pits: Medium -> Hard
24,Damien Quibuyen overtook Ye Li for P10
24,Al Fabet overtook Ananda Chohan for P8
24,Jamar Henry overtook Franc Abel for P3
25,Berend Boer pits: Medium -> Hard
26,Niamh Murphy overtook Fidan Basak for P12
26,Ye Li overtook Ananda Chohan for P9
27,Fidan Basak overtook Damien Quibuyen for P12
27,Jamar Henry overtook Eli Huertez for P2
28,Sydney Aspen overtook Damien Quibuyen for P13
28,Damien Quibuyen overtook Niamh Murphy for P12
28,Niamh Murphy overtook Fidan Basak for P11
28,Ye Li overtook Al Fabet for P8
29,Sydney Aspen overtook Damien Quibuyen for P13
29,Damien Quibuyen overtook Fidan Basak for P12
29,Ananda Chohan overtook Niamh Murphy for P10
30,Fidan Basak overtook Ananda Chohan for P11
30,Niamh Murphy overtook Ye Li for P9
31,Damien Quibuyen overtook Fidan Basak for P13
31,Ananda Chohan overtook Sydney Aspen for P11
32,Damien Quibuyen overtook Fidan Basak for P13
32,Sydney Aspen overtook Ananda Chohan for P11
34,Sydney Aspen overtook Damien Quibuyen for P11
34,Aida Haque overtook Al Fabet for P8
35,Aida Haque pits: Hard -> Medium
35,Jamar Henry overtook Franc Abel for P1
36,Fidan Basak overtook Ananda Chohan for P12
36,Damien Quibuyen overtook Ye Li for P9
36,Berend Boer overtook Liesje Roser for P4
37,Monica Niculescu pits: Medium -> Medium
38,Jamar Henry pits: Medium -> Soft
38,Eli Huertez pits: Medium -> Soft
38,Sydney Aspen overtook Jamar Henry for P8
38,Jamar Henry overtook Ye Li for P7
39,Aleksa Kozlov pits: Hard -> Medium
39,Eli Huertez overtook Ananda Chohan for P11
39,Sydney Aspen overtook Ye Li for P8
40,Monica Niculescu overtook Clara Longo for P13
40,Fidan Basak overtook Eli Huertez for P10
41,Damien Quibuyen overtook Al Fabet for P5
42,Liesje Roser pits: Medium -> Soft
42,Sydney Aspen overtook Eli Huertez for P7
43,Franc Abel pits: Medium -> Soft
43,Monica Niculescu retired
43,Sydney Aspen overtook Franc Abel for P7
44,Berend Boer retired
44,Niamh Murphy pits: Soft -> Medium
44,Ananda Chohan pits: Medium -> Soft
44,Ananda Chohan overtook Aleksa Kozlov for P13
44,Damien Quibuyen overtook Jamar Henry for P2
44,Jamar Henry overtook Eli Huertez for P1
45,Damien Quibuyen pits: Hard -> Soft
45,Liesje Roser overtook Fidan Basak for P7
45,Sydney Aspen overtook Al Fabet for P4
45,Jamar Henry overtook Eli Huertez for P1
46,Damien Quibuyen overtook Aida Haque for P11
46,Al Fabet overtook Sydney Aspen for P4
47,Ananda Chohan overtook Aleksa Kozlov for P13
48,Aleksa Kozlov overtook Ananda Chohan for P13
48,Franc Abel overtook Eli Huertez for P2
48,Eli Huertez overtook Jamar Henry for P1
49,Damien Quibuyen overtook Clara Longo for P10
49,Fidan Basak overtook Ye Li for P7
51,Damien Quibuyen overtook Niamh Murphy for P9
52,Aleksa Kozlov overtook Aida Haque for P13
52,Ananda Chohan overtook Clara Longo for P11
52,Al Fabet overtook Sydney Aspen for P4
53,Sydney Aspen overtook Al Fabet for P4
54,Ananda Chohan overtook Damien Quibuyen for P10
54,Al Fabet overtook Sydney Aspen for P4
56,Clara Longo retired
57,Aleksa Kozlov overtook Aida Haque for P12
57,Sydney Aspen overtook Liesje Roser for P4
58,Sydney Aspen overtook Liesje Roser for P4
59,Niamh Murphy overtook Damien Quibuyen for P9
59,Sydney Aspen overtook Al Fabet for P5
59,Al Fabet overtook Liesje Roser for P4
