Lap,Event
10,Niamh Murphy retired
10,Liesje Roser overtook Eli Huertez for P16
10,Kanno Sora overtook Ananda Chohan for P14
10,Thorleif Valtyrsdotter overtook Fidan Basak for P12
10,Al Fabet overtook Mark Graham for P10
10,Mark Graham overtook Franc Abel for P9
11,Ananda Chohan overtook Liesje Roser for P14
11,Aleksa Kozlov overtook Ye Li for P7
12,Eli Huertez overtook Kanno Sora for P16
12,Thorleif Valtyrsdotter overtook Mark Graham for P12
12,Fidan Basak overtook Al Fabet for P10
12,Al Fabet overtook Franc Abel for P9
13,Kanno Sora overtook Eli Huertez for P16
13,Franc Abel overtook Fidan Basak for P9
13,Aida Haque overtook Ye Li for P6
14,Mark Graham overtook Al Fabet for P11
14,Fidan Basak overtook Aleksa Kozlov for P8
14,Ye Li overtook Aida Haque for P6
14,Aida Haque overtook Monica Niculescu for P5
15,Liesje Roser overtook Kanno Sora for P15
15,Monica Niculescu overtook Aida Haque for P5
16,Franc Abel overtook Aleksa Kozlov for P9
16,Monica Niculescu overtook Aida Haque for P5
17,Jamar Henry pits: Soft -> Medium
17,Monica Niculescu pits: Soft -> Medium
17,Fidan Basak pits: Soft -> Medium
17,Mark Graham retired
17,Erwin Kramer overtook Monica Niculescu for P16
17,Jamar Henry overtook Kanno Sora for P12
17,Ananda Chohan overtook Al Fabet for P9
17,Al Fabet overtook Thorleif Valtyrsdotter for P8
18,Sydney Aspen pits: Soft -> Medium
18,Berend Boer pits: Soft -> Medium
18,Aida Haque pits: Soft -> Medium
18,Aleksa Kozlov pits: Soft -> Medium
18,Monica Niculescu overtook Erwin Kramer for P14
19,Damien Quibuyen pits: Soft -> Medium
19,Ye Li pits: Soft -> Medium
19,Aleksa Kozlov overtook Fidan Basak for P17
19,Aida Haque overtook Erwin Kramer for P14
19,Berend Boer overtook Damien Quibuyen for P11
19,Ananda Chohan overtook Al Fabet for P2
20,Erwin Kramer overtook Aida Haque for P14
20,Jamar Henry overtook Liesje Roser for P5
20,Al Fabet overtook Ananda Chohan for P2
21,Damien Quibuyen overtook Eli Huertez for P9
21,Ananda Chohan overtook Al Fabet for P2
22,Ananda Chohan overtook Al Fabet for P2
23,Ananda Chohan pits: Medium -> Hard
23,Ye Li overtook Aleksa Kozlov for P15
23,Berend Boer overtook Damien Quibuyen for P8
24,Thorleif Valtyrsdotter pits: Medium -> Hard
24,Liesje Roser pits: Medium -> Hard
24,Berend Boer overtook Monica Niculescu for P8
25,Franc Abel pits: Medium -> Hard
25,Berend Boer overtook Monica Niculescu for P6
25,Monica Niculescu overtook Damien Quibuyen for P5
25,Al Fabet overtook Jamar Henry for P1
26,Fidan Basak overtook Ananda Chohan for P15
26,Nelson Ramsey overtook Eli Huertez for P9
26,Jamar Henry overtook Al Fabet for P1
27,Berend Boer overtook Aida Haque for P7
27,Damien Quibuyen overtook Monica Niculescu for P5
28,Ananda Chohan overtook Franc Abel for P15
28,Franc Abel overtook Fidan Basak for P14
28,Fidan Basak overtook Aleksa Kozlov for P13
29,Ananda Chohan overtook Erwin Kramer for P15
29,Aleksa Kozlov overtook Fidan Basak for P13
29,Kanno Sora overtook Monica Niculescu for P4
30,Ananda Chohan overtook Erwin Kramer for P15
30,Franc Abel overtook Ye Li for P13
30,Aleksa Kozlov overtook Fidan Basak for P11
30,Damien Quibuyen overtook Berend Boer for P6
30,Al Fabet overtook Sydney Aspen for P2
30,Sydney Aspen overtook Jamar Henry for P1
31,Erwin Kramer overtook Aleksa Kozlov for P13
31,Aleksa Kozlov overtook Fidan Basak for P12
31,Aida Haque overtook Berend Boer for P7
31,Berend Boer overtook Damien Quibuyen for P6
32,Aleksa Kozlov overtook Nelson Ramsey for P14
32,Franc Abel overtook Erwin Kramer for P11
32,Erwin Kramer overtook Fidan Basak for P10
32,Berend Boer overtook Kanno Sora for P7
32,Sydney Aspen overtook Jamar Henry for P1
33,Kanno Sora pits: Hard -> Soft
33,Nelson Ramsey overtook Franc Abel for P10
33,Franc Abel overtook Eli Huertez for P9
33,Eli Huertez overtook Erwin Kramer for P8
33,Aida Haque overtook Monica Niculescu for P4
33,Jamar Henry overtook Sydney Aspen for P1
34,Eli Huertez pits: Hard -> Soft
34,Nelson Ramsey pits: Hard -> Soft
34,Kanno Sora overtook Thorleif Valtyrsdotter for P14
34,Fidan Basak overtook Erwin Kramer for P9
34,Aida Haque overtook Damien Quibuyen for P6
34,Damien Quibuyen overtook Berend Boer for P5
35,Al Fabet pits: Hard -> Soft
35,Erwin Kramer pits: Hard -> Soft
35,Fidan Basak overtook Ye Li for P8
35,Monica Niculescu overtook Aida Haque for P4
36,Aleksa Kozlov overtook Fidan Basak for P8
36,Monica Niculescu overtook Berend Boer for P5
36,Sydney Aspen overtook Jamar Henry for P1
37,Aleksa Kozlov overtook Fidan Basak for P8
37,Berend Boer overtook Damien Quibuyen for P4
37,Sydney Aspen overtook Jamar Henry for P1
38,Jamar Henry pits: Medium -> Soft
38,Monica Niculescu pits: Medium -> Soft
38,Fidan Basak pits: Medium -> Soft
38,Liesje Roser overtook Nelson Ramsey for P15
39,Sydney Aspen pits: Medium -> Soft
39,Aida Haque pits: Medium -> Soft
39,Berend Boer pits: Medium -> Soft
39,Aleksa Kozlov pits: Medium -> Soft
39,Ananda Chohan overtook Al Fabet for P6
40,Damien Quibuyen pits: Medium -> Soft
40,Ye Li pits: Medium -> Soft
40,Ye Li overtook Erwin Kramer for P17
40,Aleksa Kozlov overtook Fidan Basak for P14
40,Nelson Ramsey overtook Eli Huertez for P12
40,Sydney Aspen overtook Franc Abel for P1
41,Nelson Ramsey overtook Eli Huertez for P12
42,Nelson Ramsey overtook Aleksa Kozlov for P13
42,Aleksa Kozlov overtook Eli Huertez for P13
42,Eli Huertez overtook Damien Quibuyen for P11
42,Thorleif Valtyrsdotter overtook Aida Haque for P9
42,Berend Boer overtook Monica Niculescu for P7
42,Franc Abel overtook Jamar Henry for P2
43,Erwin Kramer overtook Liesje Roser for P17
43,Aleksa Kozlov overtook Nelson Ramsey for P12
43,Eli Huertez overtook Aida Haque for P10
43,Thorleif Valtyrsdotter overtook Berend Boer for P7
43,Al Fabet overtook Franc Abel for P3
44,Fidan Basak overtook Ye Li for P15
44,Nelson Ramsey overtook Eli Huertez for P12
44,Eli Huertez overtook Monica Niculescu for P12
44,Monica Niculescu overtook Aleksa Kozlov for P10
44,Aleksa Kozlov overtook Aida Haque for P10
45,Nelson Ramsey overtook Thorleif Valtyrsdotter for P11
45,Aida Haque overtook Berend Boer for P7
45,Kanno Sora overtook Ananda Chohan for P5
45,Sydney Aspen overtook Jamar Henry for P1
46,Eli Huertez overtook Thorleif Valtyrsdotter for P13
46,Aida Haque overtook Berend Boer for P8
46,Berend Boer overtook Aleksa Kozlov for P7
47,Ye Li overtook Fidan Basak for P15
47,Damien Quibuyen overtook Eli Huertez for P12
47,Berend Boer overtook Monica Niculescu for P7
47,Al Fabet overtook Sydney Aspen for P2
47,Sydney Aspen overtook Jamar Henry for P1
48,Berend Boer overtook Aleksa Kozlov for P7
48,Al Fabet overtook Sydney Aspen for P1
49,Ye Li overtook Fidan Basak for P15
49,Berend Boer overtook Ananda Chohan for P8
49,Ananda Chohan overtook Aida Haque for P7
49,Kanno Sora overtook Franc Abel for P4
49,Sydney Aspen overtook Al Fabet for P1
50,Fidan Basak overtook Thorleif Valtyrsdotter for P15
50,Damien Quibuyen overtook Eli Huertez for P11
50,Berend Boer overtook Ananda Chohan for P8
51,Al Fabet retired
51,Ye Li overtook Nelson Ramsey for P12
52,Ye Li overtook Nelson Ramsey for P12
52,Monica Niculescu overtook Damien Quibuyen for P9
52,Damien Quibuyen overtook Berend Boer for P8
52,Berend Boer overtook Aida Haque for P7
52,Franc Abel overtook Aleksa Kozlov for P4
52,Aleksa Kozlov overtook Kanno Sora for P3
53,Ananda Chohan overtook Aida Haque for P6
