Lap,Event
13,Mark Graham overtook Eli Huertez for P2
14,Franc Abel sets the fastest lap: 1:48.975
14,Sydney Aspen pits: Soft -> Hard
14,Damien Quibuyen pits: Soft -> Medium
14,Aleksa Kozlov overtook Kanno Sora for P17
14,Al Fabet overtook Fidan Basak for P11
14,Niamh Murphy overtook Mark Graham for P3
15,Ananda Chohan pits: Soft -> Medium
15,Clara Longo overtook Sydney Aspen for P13
15,Berend Boer overtook Niamh Murphy for P4
16,Eli Huertez pits: Soft -> Medium
16,Monica Niculescu pits: Soft -> Medium
16,Aleksa Kozlov overtook Kanno Sora for P17
16,Ye Li overtook Liesje Roser for P6
16,Berend Boer overtook Mark Graham for P3
16,Mark Graham overtook Niamh Murphy for P2
17,Mark Graham pits: Soft -> Hard
17,Liesje Roser pits: Soft -> Medium
17,Kanno Sora overtook Aleksa Kozlov for P17
17,Clara Longo overtook Damien Quibuyen for P12
17,Berend Boer overtook Niamh Murphy for P2
18,Aleksa Kozlov overtook Kanno Sora for P17
18,Ananda Chohan overtook Clara Longo for P14
18,Jamar Henry overtook Berend Boer for P2
19,Franc Abel pits: Soft -> Soft
19,Kanno Sora overtook Aleksa Kozlov for P17
19,Clara Longo overtook Monica Niculescu for P13
19,Sydney Aspen overtook Damien Quibuyen for P11
20,Kanno Sora overtook Aleksa Kozlov for P17
20,Clara Longo overtook Monica Niculescu for P13
20,Sydney Aspen overtook Damien Quibuyen for P11
20,Franc Abel overtook Aida Haque for P7
20,Fidan Basak overtook Al Fabet for P5
21,Niamh Murphy pits: Soft -> Soft
21,Niamh Murphy overtook Sydney Aspen for P12
21,Sydney Aspen overtook Monica Niculescu for P11
22,Aleksa Kozlov overtook Kanno Sora for P17
22,Clara Longo overtook Ananda Chohan for P14
22,Sydney Aspen overtook Monica Niculescu for P10
22,Berend Boer overtook Jamar Henry for P1
23,Fidan Basak pits: Medium -> Hard
23,Clara Longo overtook Ananda Chohan for P13
23,Monica Niculescu overtook Damien Quibuyen for P10
23,Damien Quibuyen overtook Sydney Aspen for P9
23,Niamh Murphy overtook Eli Huertez for P7
24,Jamar Henry pits: Medium -> Hard
24,Monica Niculescu retired
24,Aleksa Kozlov overtook Fidan Basak for P16
24,Sydney Aspen overtook Jamar Henry for P9
24,Jamar Henry overtook Damien Quibuyen for P8
25,Berend Boer pits: Medium -> Hard
25,Al Fabet pits: Medium -> Hard
25,Aida Haque pits: Medium -> Hard
25,Kanno Sora pits: Hard -> Hard
26,Clara Longo overtook Al Fabet for P12
26,Berend Boer overtook Damien Quibuyen for P7
26,Sydney Aspen overtook Jamar Henry for P5
27,Fidan Basak overtook Clara Longo for P13
27,Al Fabet overtook Ananda Chohan for P11
28,Eli Huertez overtook Berend Boer for P4
29,Ye Li pits: Medium -> Hard
29,Clara Longo overtook Aleksa Kozlov for P14
29,Aleksa Kozlov overtook Ye Li for P13
29,Ananda Chohan overtook Al Fabet for P10
29,Berend Boer overtook Jamar Henry for P3
30,Aleksa Kozlov overtook Ye Li for P13
30,Ye Li overtook Fidan Basak for P12
30,Jamar Henry overtook Berend Boer for P3
31,Sydney Aspen overtook Eli Huertez for P5
32,Damien Quibuyen overtook Liesje Roser for P7
32,Eli Huertez overtook Berend Boer for P4
33,Aleksa Kozlov pits: Hard -> Medium
33,Ananda Chohan overtook Al Fabet for P10
33,Liesje Roser overtook Sydney Aspen for P6
33,Jamar Henry overtook Eli Huertez for P3
34,Damien Quibuyen overtook Mark Graham for P8
34,Franc Abel overtook Niamh Murphy for P1
35,Clara Longo pits: Hard -> Medium
35,Mark Graham overtook Damien Quibuyen for P8
35,Liesje Roser overtook Jamar Henry for P5
35,Jamar Henry overtook Berend Boer for P5
36,Mark Graham overtook Damien Quibuyen for P8
36,Eli Huertez overtook Liesje Roser for P5
37,Franc Abel pits: Soft -> Medium
37,Mark Graham overtook Damien Quibuyen for P7
37,Sydney Aspen overtook Eli Huertez for P5
37,Eli Huertez overtook Jamar Henry for P4
37,Berend Boer overtook Liesje Roser for P2
38,Eli Huertez pits: Medium -> Soft
38,Ananda Chohan overtook Al Fabet for P8
38,Damien Quibuyen overtook Mark Graham for P6
39,Damien Quibuyen overtook Sydney Aspen for P6
40,Mark Graham overtook Jamar Henry for P4
41,Liesje Roser overtook Mark Graham for P3
42,Niamh Murphy pits: Soft -> Medium
42,Mark Graham overtook Liesje Roser for P2
43,Damien Quibuyen pits: Medium -> Soft
43,Franc Abel overtook Ananda Chohan for P7
44,Niamh Murphy overtook Ananda Chohan for P8
44,Liesje Roser overtook Mark Graham for P2
45,Jamar Henry overtook Mark Graham for P2
46,Sydney Aspen pits: Hard -> Soft
46,Sydney Aspen overtook Damien Quibuyen for P13
46,Ananda Chohan overtook Eli Huertez for P8
47,Mark Graham overtook Jamar Henry for P1
48,Al Fabet overtook Franc Abel for P6
48,Franc Abel overtook Niamh Murphy for P6
49,Ye Li overtook Fidan Basak for P10
50,Mark Graham pits: Hard -> Soft
50,Ananda Chohan overtook Ye Li for P9
50,Eli Huertez overtook Liesje Roser for P6
50,Niamh Murphy overtook Al Fabet for P4
51,Niamh Murphy overtook Franc Abel for P3
52,Eli Huertez retired
53,Fidan Basak overtook Mark Graham for P7
54,Sydney Aspen overtook Damien Quibuyen for P10
56,Damien Quibuyen overtook Ye Li for P8
58,Clara Longo overtook Liesje Roser for P14
58,Kanno Sora overtook Aida Haque for P11
58,Berend Boer overtook Niamh Murphy for P2
59,Niamh Murphy overtook Franc Abel for P3
