Lap,Position,Last Lap Position,Diff,Driver,Team,Tyre,Lap Time,Gap Ahead,Gap to Leader,Status
6,14,14,0,Kanno Sora,LFL Engineering,Medium,1:51.521,+0.332,+7.137,Running
6,15,15,0,Al Fabet,Villiuride Racing,Medium,1:51.307,+0.321,+7.458,Running
6,16,13,-3,Fidan Basak,Pulang Kabayo Racing,Medium,1:52.105,+0.212,+7.670,Running
6,17,17,0,Aida Haque,Icarus,Medium,1:51.595,+2.480,+10.150,Running
6,18,18,0,Clara Longo,Icarus,Hard,1:52.998,+4.546,+14.696,Running
7,1,2,1,Berend Boer,Shell Motorsports,Medium,1:49.306,-,-,Running
7,2,1,-1,Franc Abel,Shell Motorsports,Soft,1:49.555,+0.199,+0.199,Running
7,3,4,1,Mark Graham,Trike Motorsports,Soft,1:50.226,+0.988,+1.187,Running
7,4,6,2,Monica Niculescu,Dacia Racing Team,Soft,1:49.011,+0.050,+1.237,Running
7,5,3,-2,Sydney Aspen,Villiuride Racing,Soft,1:50.280,+0.297,+1.535,Running
7,6,7,1,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.941,+1.157,+2.691,Running
7,7,5,-2,Niamh Murphy,Racing Life,Soft,1:51.640,+0.622,+3.314,Running
7,8,8,0,Jamar Henry,Trike Motorsports,Medium,1:49.479,+0.222,+3.535,Running
7,9,10,1,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.753,+1.527,+5.063,Running
7,10,11,1,Ye Li,Racing Life,Medium,1:49.949,+0.050,+5.113,Running
7,11,12,1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.577,+0.678,+5.791,Running
7,12,9,-3,Liesje Roser,Dacia Racing Team,Soft,1:51.462,+0.140,+5.931,Running
7,13,16,3,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.143,+2.661,+8.591,Running
7,14,13,-1,Aleksa Kozlov,LFL Engineering,Medium,1:51.192,+0.050,+8.641,Running
7,15,14,-1,Kanno Sora,LFL Engineering,Medium,1:51.715,+0.767,+9.408,Running
7,16,17,1,Aida Haque,Icarus,Medium,1:50.089,+0.296,+9.704,Running
7,17,15,-2,Al Fabet,Villiuride Racing,Medium,1:51.652,+0.050,+9.754,Running
7,18,18,0,Clara Longo,Icarus,Hard,1:51.689,+7.275,+17.029,Running
8,1,2,1,Franc Abel,Shell Motorsports,Soft,1:49.381,-,-,Running
8,2,5,3,Sydney Aspen,Villiuride Racing,Soft,1:49.541,+1.495,+1.495,Running
8,3,1,-2,Berend Boer,Shell Motorsports,Medium,1:51.923,+0.776,+2.271,Running
8,4,6,2,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.960,+0.022,+2.293,Running
8,5,4,-1,Monica Niculescu,Dacia Racing Team,Soft,1:50.664,+0.028,+2.321,Running
8,6,3,-3,Mark Graham,Trike Motorsports,Soft,1:51.504,+0.790,+3.111,Running
8,7,7,0,Niamh Murphy,Racing Life,Soft,1:51.570,+1.723,+4.833,Running
8,8,8,0,Jamar Henry,Trike Motorsports,Medium,1:50.928,+0.050,+4.883,Running
8,9,11,2,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.211,+1.538,+6.421,Running
8,10,12,2,Liesje Roser,Dacia Racing Team,Soft,1:50.071,+0.000,+6.421,Running
8,11,9,-2,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:51.452,+0.513,+6.934,Running
8,12,10,-2,Ye Li,Racing Life,Medium,1:51.533,+0.132,+7.066,Running
8,13,14,1,Aleksa Kozlov,LFL Engineering,Medium,1:51.081,+3.076,+10.142,Running
8,14,15,1,Kanno Sora,LFL Engineering,Medium,1:50.458,+0.143,+10.285,Running
8,15,13,-2,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.301,+0.026,+10.311,Running
8,16,17,1,Al Fabet,Villiuride Racing,Medium,1:50.595,+0.457,+10.769,Running
8,17,16,-1,Aida Haque,Icarus,Medium,1:51.360,+0.715,+11.483,Running
8,18,18,0,Clara Longo,Icarus,Hard,1:51.505,+7.470,+18.954,Running
9,1,1,0,Franc Abel,Shell Motorsports,Soft,1:49.300,-,-,Running
9,2,4,2,Eli Huertez,Pulang Kabayo Racing,Soft,1:50.308,+2.815,+2.815,Running
9,3,5,2,Monica Niculescu,Dacia Racing Team,Soft,1:49.844,+0.050,+2.865,Running
9,4,2,-2,Sydney Aspen,Villiuride Racing,Soft,1:51.327,+0.658,+3.523,Running
9,5,6,1,Mark Graham,Trike Motorsports,Soft,1:50.658,+0.946,+4.469,Running
9,6,3,-3,Berend Boer,Shell Motorsports,Medium,1:51.642,+0.145,+4.613,Running
9,7,8,1,Jamar Henry,Trike Motorsports,Medium,1:50.825,+1.414,+6.027,Running
9,8,7,-1,Niamh Murphy,Racing Life,Soft,1:50.543,+0.050,+6.077,Running
9,9,11,2,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:49.733,+0.282,+6.359,Running
9,10,9,-1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.674,+0.959,+7.318,Running
9,11,10,-1,Liesje Roser,Dacia Racing Team,Soft,1:51.417,+1.221,+8.539,Running
9,12,12,0,Ye Li,Racing Life,Medium,1:52.224,+1.451,+9.990,Running
9,13,13,0,Aleksa Kozlov,LFL Engineering,Medium,1:50.849,+1.701,+11.691,Running
9,14,14,0,Kanno Sora,LFL Engineering,Medium,1:51.060,+0.354,+12.046,Running
9,15,16,1,Al Fabet,Villiuride Racing,Medium,1:51.287,+0.545,+12.590,Running
9,16,15,-1,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.629,+0.050,+12.640,Running
9,17,17,0,Aida Haque,Icarus,Medium,1:52.426,+1.969,+14.609,Running
9,18,18,0,Clara Longo,Icarus,Hard,1:51.068,+6.112,+20.722,Running
10,1,1,0,Franc Abel,Shell Motorsports,Soft,1:51.069,-,-,Running
10,2,4,2,Sydney Aspen,Villiuride Racing,Soft,1:49.220,+1.673,+1.673,Running
10,3,2,-1,Eli Huertez,Pulang Kabayo Racing,Soft,1:50.266,+0.338,+2.012,Running
10,4,3,-1,Monica Niculescu,Dacia Racing Team,Soft,1:50.775,+0.560,+2.571,Running
10,5,5,0,Mark Graham,Trike Motorsports,Soft,1:50.265,+1.093,+3.665,Running
10,6,8,2,Niamh Murphy,Racing Life,Soft,1:49.471,+0.653,+4.318,Running
10,7,6,-1,Berend Boer,Shell Motorsports,Medium,1:50.823,+0.050,+4.368,Running
10,8,7,-1,Jamar Henry,Trike Motorsports,Medium,1:49.919,+0.062,+4.429,Running
10,9,9,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:49.780,+0.398,+4.827,Running
10,10,10,0,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.271,+1.693,+6.520,Running
10,11,11,0,Liesje Roser,Dacia Racing Team,Soft,1:51.731,+2.681,+9.200,Running
10,12,12,0,Ye Li,Racing Life,Medium,1:50.810,+0.531,+9.731,Running
10,13,13,0,Aleksa Kozlov,LFL Engineering,Medium,1:50.877,+1.768,+11.499,Running
10,14,15,1,Al Fabet,Villiuride Racing,Medium,1:51.439,+1.461,+12.960,Running
10,15,16,1,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.425,+0.036,+12.996,Running
10,16,17,1,Aida Haque,Icarus,Medium,1:50.281,+0.825,+13.821,Running
10,17,18,1,Clara Longo,Icarus,Hard,1:52.190,+8.022,+21.843,Running
10,18,14,-4,Kanno Sora,LFL Engineering,Hard,1:49.514,+10.648,+32.491,Running
11,1,1,0,Franc Abel,Shell Motorsports,Soft,1:50.045,-,-,Running
11,2,3,1,Eli Huertez,Pulang Kabayo Racing,Soft,1:50.351,+2.318,+2.318,Running
11,3,5,2,Mark Graham,Trike Motorsports,Soft,1:49.052,+0.354,+2.672,Running
11,4,2,-2,Sydney Aspen,Villiuride Racing,Soft,1:51.785,+0.741,+3.413,Running
11,5,4,-1,Monica Niculescu,Dacia Racing Team,Soft,1:51.112,+0.225,+3.639,Running
11,6,7,1,Berend Boer,Shell Motorsports,Medium,1:49.561,+0.246,+3.884,Running
11,7,8,1,Jamar Henry,Trike Motorsports,Medium,1:50.669,+0.737,+4.621,Running
11,8,6,-2,Niamh Murphy,Racing Life,Soft,1:50.398,+0.050,+4.671,Running
11,9,10,1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:49.704,+1.508,+6.179,Running
11,10,9,-1,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:51.730,+0.333,+6.513,Running
11,11,11,0,Liesje Roser,Dacia Racing Team,Soft,1:51.089,+3.733,+10.245,Running
11,12,12,0,Ye Li,Racing Life,Medium,1:51.991,+1.433,+11.678,Running
11,13,13,0,Aleksa Kozlov,LFL Engineering,Medium,1:51.959,+1.736,+13.414,Running
11,14,16,2,Aida Haque,Icarus,Medium,1:50.574,+0.056,+13.470,Running
11,15,14,-1,Al Fabet,Villiuride Racing,Medium,1:50.605,+0.050,+13.520,Running
11,16,15,-1,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.635,+1.066,+14.586,Running
11,17,17,0,Clara Longo,Icarus,Hard,1:51.354,+8.566,+23.153,Running
11,18,18,0,Kanno Sora,LFL Engineering,Hard,1:50.831,+10.125,+33.277,Running
12,1,1,0,Franc Abel,Shell Motorsports,Soft,1:50.074,-,-,Running
12,2,3,1,Mark Graham,Trike Motorsports,Soft,1:49.908,+2.506,+2.506,Running
12,3,2,-1,Eli Huertez,Pulang Kabayo Racing,Soft,1:50.640,+0.378,+2.884,Running
12,4,4,0,Sydney Aspen,Villiuride Racing,Soft,1:50.860,+1.316,+4.200,Running
12,5,6,1,Berend Boer,Shell Motorsports,Medium,1:50.422,+0.033,+4.233,Running
12,6,5,-1,Monica Niculescu,Dacia Racing Team,Soft,1:51.413,+0.204,+4.437,Running
12,7,7,0,Jamar Henry,Trike Motorsports,Medium,1:49.940,+0.050,+4.487,Running
12,8,8,0,Niamh Murphy,Racing Life,Soft,1:50.679,+0.789,+5.276,Running
12,9,9,0,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.379,+1.208,+6.484,Running
12,10,10,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:51.283,+1.237,+7.721,Running
12,11,12,1,Ye Li,Racing Life,Medium,1:49.597,+2.418,+10.140,Running
12,12,11,-1,Liesje Roser,Dacia Racing Team,Soft,1:50.019,+0.050,+10.190,Running
12,13,15,2,Al Fabet,Villiuride Racing,Medium,1:49.861,+3.117,+13.307,Running
12,14,16,2,Fidan Basak,Pulang Kabayo Racing,Medium,1:50.831,+2.036,+15.343,Running
12,15,14,-1,Aida Haque,Icarus,Medium,1:52.053,+0.106,+15.449,Running
12,16,17,1,Clara Longo,Icarus,Hard,1:51.210,+8.840,+24.289,Running
12,17,18,1,Kanno Sora,LFL Engineering,Hard,1:51.878,+10.793,+35.081,Running
12,18,13,-5,Aleksa Kozlov,LFL Engineering,Hard,1:51.480,+1.738,+36.819,Running
13,1,1,0,Franc Abel,Shell Motorsports,Soft,1:50.113,-,-,Running
13,2,2,0,Mark Graham,Trike Motorsports,Soft,1:50.222,+2.272,+2.272,Running
13,3,3,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.550,+0.050,+2.322,Running
13,4,4,0,Sydney Aspen,Villiuride Racing,Soft,1:50.087,+1.853,+4.174,Running
13,5,7,2,Jamar Henry,Trike Motorsports,Medium,1:50.027,+0.227,+4.401,Running
13,6,8,2,Niamh Murphy,Racing Life,Soft,1:49.347,+0.110,+4.510,Running
13,7,5,-2,Berend Boer,Shell Motorsports,Medium,1:51.522,+0.080,+4.590,Running
13,8,6,-2,Monica Niculescu,Dacia Racing Team,Soft,1:50.316,+0.050,+4.640,Running
13,9,9,0,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:51.105,+2.837,+7.477,Running
13,10,10,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:51.072,+1.204,+8.681,Running
13,11,12,1,Liesje Roser,Dacia Racing Team,Soft,1:49.881,+1.278,+9.959,Running
13,12,11,-1,Ye Li,Racing Life,Medium,1:51.465,+1.534,+11.492,Running
13,13,13,0,Al Fabet,Villiuride Racing,Medium,1:51.669,+3.371,+14.863,Running
13,14,14,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:49.899,+0.266,+15.129,Running
13,15,15,0,Aida Haque,Icarus,Medium,1:51.370,+1.578,+16.707,Running
13,16,16,0,Clara Longo,Icarus,Hard,1:51.187,+8.657,+25.364,Running
13,17,18,1,Aleksa Kozlov,LFL Engineering,Hard,1:51.077,+11.411,+36.775,Running
13,18,17,-1,Kanno Sora,LFL Engineering,Hard,1:51.856,+0.050,+36.825,Running
14,1,1,0,Franc Abel,Shell Motorsports,Soft,1:48.975,-,-,Running
14,2,3,1,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.841,+3.187,+3.187,Running
14,3,6,3,Niamh Murphy,Racing Life,Soft,1:50.220,+1.898,+5.085,Running
14,4,2,-2,Mark Graham,Trike Motorsports,Soft,1:51.839,+0.050,+5.135,Running
14,5,5,0,Jamar Henry,Trike Motorsports,Medium,1:50.928,+1.218,+6.354,Running
14,6,7,1,Berend Boer,Shell Motorsports,Medium,1:50.904,+0.165,+6.519,Running
14,7,8,1,Monica Niculescu,Dacia Racing Team,Soft,1:50.971,+0.117,+6.636,Running
14,8,9,1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.377,+2.243,+8.879,Running
14,9,11,2,Liesje Roser,Dacia Racing Team,Soft,1:50.479,+2.584,+11.463,Running
14,10,12,2,Ye Li,Racing Life,Medium,1:49.911,+0.965,+12.428,Running
14,11,13,2,Al Fabet,Villiuride Racing,Medium,1:51.759,+4.246,+16.674,Running
14,12,14,2,Fidan Basak,Pulang Kabayo Racing,Medium,1:50.570,+0.050,+16.724,Running
14,13,15,2,Aida Haque,Icarus,Medium,1:51.095,+2.102,+18.827,Running
14,14,4,-10,Sydney Aspen,Villiuride Racing,Hard,1:50.393,+8.765,+27.592,Running
14,15,16,1,Clara Longo,Icarus,Hard,1:51.677,+0.474,+28.066,Running
14,16,10,-6,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:50.245,+3.885,+31.951,Running
14,17,17,0,Aleksa Kozlov,LFL Engineering,Hard,1:52.051,+7.775,+39.726,Running
14,18,18,0,Kanno Sora,LFL Engineering,Hard,1:51.926,+0.050,+39.776,Running
15,1,1,0,Franc Abel,Shell Motorsports,Soft,1:50.806,-,-,Running
15,2,2,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:50.679,+3.061,+3.061,Running
15,3,4,1,Mark Graham,Trike Motorsports,Soft,1:50.367,+1.636,+4.697,Running
15,4,6,2,Berend Boer,Shell Motorsports,Medium,1:50.559,+0.956,+5.653,Running
15,5,3,-2,Niamh Murphy,Racing Life,Soft,1:51.423,+0.050,+5.703,Running
15,6,5,-1,Jamar Henry,Trike Motorsports,Medium,1:51.877,+1.722,+7.425,Running
15,7,7,0,Monica Niculescu,Dacia Racing Team,Soft,1:52.100,+0.505,+7.930,Running
15,8,9,1,Liesje Roser,Dacia Racing Team,Soft,1:50.988,+3.715,+11.645,Running
15,9,10,1,Ye Li,Racing Life,Medium,1:51.677,+1.654,+13.299,Running
15,10,12,2,Fidan Basak,Pulang Kabayo Racing,Medium,1:49.982,+2.601,+15.900,Running
15,11,11,0,Al Fabet,Villiuride Racing,Medium,1:51.333,+1.301,+17.202,Running
15,12,13,1,Aida Haque,Icarus,Medium,1:50.653,+1.472,+18.674,Running
15,13,15,2,Clara Longo,Icarus,Hard,1:52.330,+10.486,+29.160,Running
15,14,14,0,Sydney Aspen,Villiuride Racing,Hard,1:52.424,+0.050,+29.210,Running
15,15,16,1,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:49.959,+1.895,+31.104,Running
15,16,8,-8,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:51.817,+0.785,+31.889,Running
15,17,18,1,Kanno Sora,LFL Engineering,Hard,1:50.309,+7.390,+39.279,Running
15,18,17,-1,Aleksa Kozlov,LFL Engineering,Hard,1:51.760,+1.401,+40.680,Running
16,1,1,0,Franc Abel,Shell Motorsports,Soft,1:50.687,-,-,Running
16,2,3,1,Mark Graham,Trike Motorsports,Soft,1:51.784,+5.383,+5.383,Running
16,3,5,2,Niamh Murphy,Racing Life,Soft,1:50.418,+0.050,+5.433,Running
16,4,4,0,Berend Boer,Shell Motorsports,Medium,1:51.505,+0.311,+5.744,Running
16,5,6,1,Jamar Henry,Trike Motorsports,Medium,1:50.566,+1.560,+7.304,Running
16,6,9,3,Ye Li,Racing Life,Medium,1:50.733,+4.881,+12.185,Running
16,7,8,1,Liesje Roser,Dacia Racing Team,Soft,1:51.277,+0.050,+12.235,Running
16,8,10,2,Fidan Basak,Pulang Kabayo Racing,Medium,1:49.966,+2.944,+15.179,Running
16,9,11,2,Al Fabet,Villiuride Racing,Medium,1:50.041,+1.376,+16.555,Running
16,10,12,2,Aida Haque,Icarus,Medium,1:52.129,+3.561,+20.116,Running
16,11,2,-9,Eli Huertez,Pulang Kabayo Racing,Medium,1:50.562,+4.819,+24.935,Running
16,12,14,2,Sydney Aspen,Villiuride Racing,Hard,1:50.173,+3.760,+28.695,Running
16,13,13,0,Clara Longo,Icarus,Hard,1:51.268,+1.046,+29.741,Running
16,14,15,1,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:50.315,+0.991,+30.732,Running
16,15,7,-8,Monica Niculescu,Dacia Racing Team,Medium,1:52.126,+0.636,+31.368,Running
16,16,16,0,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:50.185,+0.019,+31.387,Running
16,17,18,1,Aleksa Kozlov,LFL Engineering,Hard,1:51.298,+9.117,+40.505,Running
