Lap,Position,Last Lap Position,Diff,Driver,Team,Tyre,Lap Time,Gap Ahead,Gap to Leader,Status
7,1,1,0,Sydney Aspen,Villiuride Racing,Soft,1:22.620,-,-,Running
7,2,3,1,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:24.654,+1.280,+1.280,Running
7,3,2,-1,Jamar Henry,Trike Motorsports,Soft,1:23.684,+0.050,+1.330,Running
7,4,4,0,Berend Boer,Orange Wheel Racing,Soft,1:23.192,+0.970,+2.300,Running
7,5,6,1,Aleksa Kozlov,LFL Engineering,Soft,1:23.815,+3.058,+5.358,Running
7,6,5,-1,Ye Li,Racing Life,Soft,1:24.191,+0.050,+5.408,Running
7,7,7,0,Aida Haque,Scuderia Ivanov Racing,Soft,1:24.468,+1.284,+6.692,Running
7,8,9,1,Fidan Basak,Pulang Kabayo Racing,Soft,1:24.072,+0.504,+7.196,Running
7,9,11,2,Mark Graham,Trike Motorsports,Medium,1:23.965,+0.053,+7.250,Running
7,10,8,-2,Franc Abel,Orange Wheel Racing,Medium,1:25.428,+1.056,+8.306,Running
7,11,10,-1,Niamh Murphy,Racing Life,Medium,1:25.422,+0.351,+8.656,Running
7,12,13,1,Al Fabet,Villiuride Racing,Hard,1:23.371,+0.019,+8.676,Running
7,13,12,-1,Monica Niculescu,Dacia Racing Team,Soft,1:24.819,+0.060,+8.735,Running
7,14,14,0,Kanno Sora,LFL Engineering,Hard,1:25.895,+2.060,+10.795,Running
7,15,16,1,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:23.979,+0.050,+10.845,Running
7,16,15,-1,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:25.798,+0.863,+11.708,Running
7,17,18,1,Eli Huertez,Pulang Kabayo Racing,Hard,1:23.714,+1.228,+12.936,Running
7,18,19,1,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.009,+1.219,+14.156,Running
7,19,17,-2,Liesje Roser,Dacia Racing Team,Medium,1:26.423,+0.050,+14.206,Running
7,20,20,0,Erwin Kramer,OHSN Racing,Hard,1:24.198,+1.554,+15.759,Running
8,1,1,0,Sydney Aspen,Villiuride Racing,Soft,1:24.282,-,-,Running
8,2,2,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:22.996,+0.050,+0.050,Running
8,3,3,0,Jamar Henry,Trike Motorsports,Soft,1:23.692,+0.746,+0.796,Running
8,4,4,0,Berend Boer,Orange Wheel Racing,Soft,1:24.162,+1.440,+2.236,Running
8,5,6,1,Ye Li,Racing Life,Soft,1:24.463,+3.409,+5.645,Running
8,6,5,-1,Aleksa Kozlov,LFL Engineering,Soft,1:24.774,+0.261,+5.906,Running
8,7,10,3,Franc Abel,Orange Wheel Racing,Medium,1:23.827,+0.797,+6.703,Running
8,8,7,-1,Aida Haque,Scuderia Ivanov Racing,Soft,1:24.287,+0.050,+6.753,Running
8,9,12,3,Al Fabet,Villiuride Racing,Hard,1:24.358,+1.648,+8.401,Running
8,10,8,-2,Fidan Basak,Pulang Kabayo Racing,Soft,1:25.481,+0.050,+8.451,Running
8,11,13,2,Monica Niculescu,Dacia Racing Team,Soft,1:24.752,+0.306,+8.757,Running
8,12,9,-3,Mark Graham,Trike Motorsports,Medium,1:26.319,+0.455,+9.211,Running
8,13,15,2,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:24.931,+1.346,+10.558,Running
8,14,11,-3,Niamh Murphy,Racing Life,Medium,1:26.178,+0.050,+10.608,Running
8,15,14,-1,Kanno Sora,LFL Engineering,Hard,1:26.197,+2.158,+12.766,Running
8,16,16,0,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:25.473,+0.189,+12.955,Running
8,17,17,0,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.532,+1.286,+14.242,Running
8,18,19,1,Liesje Roser,Dacia Racing Team,Medium,1:24.405,+0.142,+14.384,Running
8,19,18,-1,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.590,+1.136,+15.520,Running
8,20,20,0,Erwin Kramer,OHSN Racing,Hard,1:25.273,+1.286,+16.806,Running
9,1,1,0,Sydney Aspen,Villiuride Racing,Soft,1:23.040,-,-,Running
9,2,3,1,Jamar Henry,Trike Motorsports,Soft,1:23.541,+0.970,+0.970,Running
9,3,2,-1,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:24.010,+0.050,+1.020,Running
9,4,4,0,Berend Boer,Orange Wheel Racing,Soft,1:24.749,+2.925,+3.945,Running
9,5,7,2,Franc Abel,Orange Wheel Racing,Medium,1:23.762,+3.480,+7.425,Running
9,6,5,-1,Ye Li,Racing Life,Soft,1:24.919,+0.099,+7.524,Running
9,7,6,-1,Aleksa Kozlov,LFL Engineering,Soft,1:25.101,+0.443,+7.967,Running
9,8,8,0,Aida Haque,Scuderia Ivanov Racing,Soft,1:24.736,+0.482,+8.450,Running
9,9,11,2,Monica Niculescu,Dacia Racing Team,Soft,1:23.313,+0.580,+9.030,Running
9,10,9,-1,Al Fabet,Villiuride Racing,Hard,1:24.801,+1.133,+10.163,Running
9,11,12,1,Mark Graham,Trike Motorsports,Medium,1:25.073,+0.221,+10.384,Running
9,12,10,-2,Fidan Basak,Pulang Kabayo Racing,Soft,1:25.023,+0.050,+10.434,Running
9,13,13,0,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:25.241,+1.324,+11.758,Running
9,14,14,0,Niamh Murphy,Racing Life,Medium,1:24.240,+0.050,+11.808,Running
9,15,15,0,Kanno Sora,LFL Engineering,Hard,1:25.329,+3.248,+15.056,Running
9,16,16,0,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:25.588,+0.448,+15.504,Running
9,17,18,1,Liesje Roser,Dacia Racing Team,Medium,1:24.194,+0.035,+15.539,Running
9,18,17,-1,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.400,+1.063,+16.602,Running
9,19,19,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.383,+1.261,+17.863,Running
9,20,20,0,Erwin Kramer,OHSN Racing,Hard,1:27.267,+3.170,+21.033,Running
10,1,1,0,Sydney Aspen,Villiuride Racing,Soft,1:22.787,-,-,Running
10,2,3,1,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:23.678,+1.911,+1.911,Running
10,3,2,-1,Jamar Henry,Trike Motorsports,Soft,1:24.971,+1.243,+3.154,Running
10,4,4,0,Berend Boer,Orange Wheel Racing,Soft,1:24.783,+2.786,+5.941,Running
10,5,6,1,Ye Li,Racing Life,Soft,1:24.107,+2.903,+8.844,Running
10,6,8,2,Aida Haque,Scuderia Ivanov Racing,Soft,1:23.384,+0.203,+9.047,Running
10,7,9,2,Monica Niculescu,Dacia Racing Team,Soft,1:23.810,+1.006,+10.053,Running
10,8,7,-1,Aleksa Kozlov,LFL Engineering,Soft,1:25.456,+0.584,+10.637,Running
10,9,11,2,Mark Graham,Trike Motorsports,Medium,1:24.426,+0.787,+11.424,Running
10,10,5,-5,Franc Abel,Orange Wheel Racing,Medium,1:26.835,+0.050,+11.474,Running
10,11,10,-1,Al Fabet,Villiuride Racing,Hard,1:25.061,+0.499,+11.972,Running
10,12,13,1,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:24.198,+0.464,+12.437,Running
10,13,12,-1,Fidan Basak,Pulang Kabayo Racing,Soft,1:24.840,+0.050,+12.487,Running
10,14,15,1,Kanno Sora,LFL Engineering,Hard,1:24.814,+4.496,+16.982,Running
10,15,16,1,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:24.315,+0.050,+17.032,Running
10,16,17,1,Liesje Roser,Dacia Racing Team,Medium,1:25.360,+0.277,+17.309,Running
10,17,18,1,Eli Huertez,Pulang Kabayo Racing,Hard,1:23.544,+0.050,+17.359,Running
10,18,19,1,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.176,+2.893,+20.252,Running
10,19,20,1,Erwin Kramer,OHSN Racing,Hard,1:25.327,+3.321,+23.573,Running
10,20,14,-6,Niamh Murphy,Racing Life,Medium,1:24.240,+0.050,+11.808,Crashed on lap 10
11,1,1,0,Sydney Aspen,Villiuride Racing,Soft,1:23.552,-,-,Running
11,2,3,1,Jamar Henry,Trike Motorsports,Soft,1:22.810,+2.413,+2.413,Running
11,3,2,-1,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:24.825,+0.772,+3.185,Running
11,4,4,0,Berend Boer,Orange Wheel Racing,Soft,1:23.686,+2.890,+6.075,Running
11,5,6,1,Aida Haque,Scuderia Ivanov Racing,Soft,1:24.201,+3.621,+9.696,Running
11,6,8,2,Aleksa Kozlov,LFL Engineering,Soft,1:23.528,+0.744,+10.440,Running
11,7,7,0,Monica Niculescu,Dacia Racing Team,Soft,1:23.987,+0.048,+10.488,Running
11,8,5,-3,Ye Li,Racing Life,Soft,1:25.197,+0.002,+10.490,Running
11,9,11,2,Al Fabet,Villiuride Racing,Hard,1:23.685,+1.616,+12.106,Running
11,10,10,0,Franc Abel,Orange Wheel Racing,Medium,1:24.328,+0.144,+12.251,Running
11,11,13,2,Fidan Basak,Pulang Kabayo Racing,Soft,1:23.919,+0.603,+12.854,Running
11,12,12,0,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:24.416,+0.447,+13.301,Running
11,13,9,-4,Mark Graham,Trike Motorsports,Medium,1:26.223,+0.794,+14.095,Running
11,14,15,1,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:25.079,+3.727,+17.822,Running
11,15,16,1,Liesje Roser,Dacia Racing Team,Medium,1:24.114,+0.050,+17.872,Running
11,16,14,-2,Kanno Sora,LFL Engineering,Hard,1:25.372,+0.930,+18.803,Running
11,17,17,0,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.251,+0.256,+19.059,Running
11,18,18,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:26.082,+3.724,+22.783,Running
11,19,19,0,Erwin Kramer,OHSN Racing,Hard,1:25.942,+3.181,+25.963,Running
11,20,20,0,Niamh Murphy,Racing Life,Medium,1:24.240,+0.050,+11.808,Crashed on lap 10
12,1,1,0,Sydney Aspen,Villiuride Racing,Soft,1:23.967,-,-,Running
12,2,2,0,Jamar Henry,Trike Motorsports,Soft,1:24.467,+2.913,+2.913,Running
12,3,3,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:25.290,+1.595,+4.508,Running
12,4,4,0,Berend Boer,Orange Wheel Racing,Soft,1:24.345,+1.944,+6.453,Running
12,5,8,3,Ye Li,Racing Life,Soft,1:22.922,+2.992,+9.445,Running
12,6,5,-1,Aida Haque,Scuderia Ivanov Racing,Soft,1:23.874,+0.158,+9.603,Running
12,7,7,0,Monica Niculescu,Dacia Racing Team,Soft,1:23.539,+0.457,+10.060,Running
12,8,6,-2,Aleksa Kozlov,LFL Engineering,Soft,1:25.217,+1.630,+11.690,Running
12,9,9,0,Al Fabet,Villiuride Racing,Hard,1:24.412,+0.758,+12.448,Running
12,10,10,0,Franc Abel,Orange Wheel Racing,Medium,1:24.215,+0.050,+12.498,Running
12,11,11,0,Fidan Basak,Pulang Kabayo Racing,Soft,1:23.713,+0.002,+12.501,Running
12,12,12,0,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:25.490,+2.240,+14.740,Running
12,13,13,0,Mark Graham,Trike Motorsports,Medium,1:24.663,+0.050,+14.790,Running
12,14,14,0,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:23.248,+2.313,+17.103,Running
12,15,15,0,Liesje Roser,Dacia Racing Team,Medium,1:24.896,+1.698,+18.801,Running
12,16,17,1,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.108,+1.029,+19.830,Running
12,17,16,-1,Kanno Sora,LFL Engineering,Hard,1:25.044,+0.050,+19.880,Running
12,18,18,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.009,+3.945,+23.825,Running
12,19,19,0,Erwin Kramer,OHSN Racing,Hard,1:26.495,+4.667,+28.492,Running
12,20,20,0,Niamh Murphy,Racing Life,Medium,1:24.240,+0.050,+11.808,Crashed on lap 10
13,1,1,0,Sydney Aspen,Villiuride Racing,Soft,1:25.023,-,-,Running
13,2,2,0,Jamar Henry,Trike Motorsports,Soft,1:24.819,+2.710,+2.710,Running
13,3,3,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:24.800,+1.576,+4.286,Running
13,4,4,0,Berend Boer,Orange Wheel Racing,Soft,1:24.369,+1.514,+5.799,Running
13,5,7,2,Monica Niculescu,Dacia Racing Team,Soft,1:23.107,+2.345,+8.145,Running
13,6,6,0,Aida Haque,Scuderia Ivanov Racing,Soft,1:24.605,+0.378,+8.522,Running
13,7,5,-2,Ye Li,Racing Life,Soft,1:24.150,+0.050,+8.572,Running
13,8,8,0,Aleksa Kozlov,LFL Engineering,Soft,1:24.621,+2.716,+11.288,Running
13,9,10,1,Franc Abel,Orange Wheel Racing,Medium,1:24.469,+0.088,+11.376,Running
13,10,11,1,Fidan Basak,Pulang Kabayo Racing,Soft,1:23.948,+0.050,+11.426,Running
13,11,9,-2,Al Fabet,Villiuride Racing,Hard,1:25.156,+1.156,+12.582,Running
13,12,13,1,Mark Graham,Trike Motorsports,Medium,1:24.229,+1.415,+13.997,Running
13,13,12,-1,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:26.005,+1.726,+15.723,Running
13,14,14,0,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:25.902,+2.260,+17.983,Running
13,15,15,0,Liesje Roser,Dacia Racing Team,Medium,1:26.056,+1.851,+19.834,Running
13,16,17,1,Kanno Sora,LFL Engineering,Hard,1:26.585,+0.373,+20.207,Running
13,17,16,-1,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.450,+0.050,+20.257,Running
13,18,18,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:26.317,+4.863,+25.119,Running
13,19,19,0,Erwin Kramer,OHSN Racing,Hard,1:25.875,+4.225,+29.344,Running
13,20,20,0,Niamh Murphy,Racing Life,Medium,1:24.240,+0.050,+11.808,Crashed on lap 10
14,1,1,0,Sydney Aspen,Villiuride Racing,Soft,1:24.385,-,-,Running
14,2,2,0,Jamar Henry,Trike Motorsports,Soft,1:24.918,+3.242,+3.242,Running
14,3,3,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:25.608,+2.266,+5.508,Running
14,4,4,0,Berend Boer,Orange Wheel Racing,Soft,1:25.073,+0.979,+6.487,Running
14,5,6,1,Aida Haque,Scuderia Ivanov Racing,Soft,1:25.096,+1.814,+8.301,Running
14,6,5,-1,Monica Niculescu,Dacia Racing Team,Soft,1:24.592,+0.050,+8.351,Running
14,7,7,0,Ye Li,Racing Life,Soft,1:25.333,+0.831,+9.183,Running
14,8,10,2,Fidan Basak,Pulang Kabayo Racing,Soft,1:25.165,+2.564,+11.746,Running
14,9,8,-1,Aleksa Kozlov,LFL Engineering,Soft,1:24.894,+0.050,+11.796,Running
14,10,9,-1,Franc Abel,Orange Wheel Racing,Medium,1:26.071,+1.265,+13.062,Running
14,11,12,1,Mark Graham,Trike Motorsports,Medium,1:25.639,+1.156,+14.218,Running
14,12,11,-1,Al Fabet,Villiuride Racing,Hard,1:26.071,+0.050,+14.268,Running
14,13,13,0,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:25.532,+2.602,+16.870,Running
14,14,14,0,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:25.823,+2.551,+19.421,Running
14,15,16,1,Kanno Sora,LFL Engineering,Hard,1:23.862,+0.263,+19.684,Running
14,16,17,1,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.213,+1.401,+21.085,Running
14,17,15,-2,Liesje Roser,Dacia Racing Team,Medium,1:26.570,+0.934,+22.018,Running
14,18,18,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.320,+4.036,+26.054,Running
