Lap,Event
9,Eli Huertez overtook Kanno Sora for P2
10,Ye Li overtook Aida Haque for P14
10,Monica Niculescu overtook Jamar Henry for P11
10,Fidan Basak overtook Sydney Aspen for P7
10,Sydney Aspen overtook Berend Boer for P6
10,Berend Boer overtook Al Fabet for P5
10,Kanno Sora overtook Franc Abel for P2
11,Ananda Chohan overtook Ye Li for P15
11,Ye Li overtook Damien Quibuyen for P14
11,Mark Graham overtook Sydney Aspen for P9
11,Sydney Aspen overtook Liesje Roser for P9
11,Liesje Roser overtook Berend Boer for P7
11,Al Fabet overtook Fidan Basak for P5
12,Ye Li overtook Monica Niculescu for P12
12,Monica Niculescu overtook Liesje Roser for P11
12,Berend Boer overtook Mark Graham for P9
12,Mark Graham overtook Sydney Aspen for P8
12,Sydney Aspen overtook Jamar Henry for P7
13,Ye Li overtook Mark Graham for P10
13,Fidan Basak overtook Jamar Henry for P8
13,Eli Huertez overtook Kanno Sora for P2
14,Clara Longo retired
14,Aida Haque overtook Damien Quibuyen for P15
14,Ye Li overtook Liesje Roser for P11
14,Fidan Basak overtook Al Fabet for P6
14,Al Fabet overtook Aleksa Kozlov for P5
14,Aleksa Kozlov overtook Sydney Aspen for P4
15,Damien Quibuyen overtook Aida Haque for P15
15,Ananda Chohan overtook Liesje Roser for P13
15,Monica Niculescu overtook Mark Graham for P11
15,Jamar Henry overtook Berend Boer for P8
16,Damien Quibuyen overtook Mark Graham for P14
16,Mark Graham overtook Ananda Chohan for P13
16,Liesje Roser overtook Ye Li for P11
16,Ye Li overtook Jamar Henry for P10
16,Fidan Basak overtook Sydney Aspen for P5
17,Franc Abel pits: Soft -> Medium
17,Eli Huertez pits: Soft -> Medium
17,Kanno Sora pits: Soft -> Medium
17,Al Fabet pits: Soft -> Medium
17,Fidan Basak pits: Soft -> Medium
17,Sydney Aspen pits: Soft -> Medium
17,Aleksa Kozlov pits: Soft -> Medium
17,Berend Boer pits: Soft -> Medium
17,Monica Niculescu pits: Soft -> Medium
17,Ye Li pits: Soft -> Medium
17,Jamar Henry pits: Soft -> Medium
17,Liesje Roser pits: Soft -> Medium
17,Mark Graham pits: Soft -> Medium
17,Ananda Chohan pits: Soft -> Medium
17,Damien Quibuyen pits: Soft -> Medium
17,Aida Haque pits: Soft -> Medium
17,Niamh Murphy pits: Soft -> Medium
17,Eli Huertez overtook Franc Abel for P1
18,Ananda Chohan overtook Ye Li for P11
18,Ye Li overtook Aleksa Kozlov for P10
18,Aleksa Kozlov overtook Jamar Henry for P9
18,Jamar Henry overtook Berend Boer for P8
18,Berend Boer overtook Monica Niculescu for P7
19,Mark Graham overtook Jamar Henry for P13
19,Aleksa Kozlov overtook Ananda Chohan for P11
19,Monica Niculescu overtook Liesje Roser for P8
19,Eli Huertez overtook Franc Abel for P1
20,Aleksa Kozlov overtook Ye Li for P11
20,Sydney Aspen overtook Fidan Basak for P6
20,Fidan Basak overtook Berend Boer for P5
20,Berend Boer overtook Al Fabet for P4
21,Damien Quibuyen overtook Mark Graham for P14
21,Liesje Roser overtook Aleksa Kozlov for P12
21,Jamar Henry overtook Ye Li for P10
21,Ye Li overtook Ananda Chohan for P9
21,Berend Boer overtook Kanno Sora for P5
22,Niamh Murphy overtook Aida Haque for P16
22,Aleksa Kozlov overtook Mark Graham for P13
22,Mark Graham overtook Ananda Chohan for P13
22,Jamar Henry overtook Monica Niculescu for P10
22,Ye Li overtook Liesje Roser for P8
22,Liesje Roser overtook Sydney Aspen for P7
22,Sydney Aspen overtook Fidan Basak for P6
22,Berend Boer overtook Al Fabet for P4
22,Al Fabet overtook Kanno Sora for P3
22,Franc Abel overtook Eli Huertez for P1
23,Jamar Henry overtook Fidan Basak for P8
23,Fidan Basak overtook Liesje Roser for P7
23,Sydney Aspen overtook Berend Boer for P5
23,Kanno Sora overtook Al Fabet for P3
24,Berend Boer overtook Kanno Sora for P4
25,Aleksa Kozlov overtook Monica Niculescu for P13
26,Aleksa Kozlov overtook Ananda Chohan for P14
26,Ananda Chohan overtook Monica Niculescu for P13
26,Liesje Roser overtook Ye Li for P10
26,Mark Graham overtook Kanno Sora for P6
26,Sydney Aspen overtook Al Fabet for P4
27,Ye Li overtook Damien Quibuyen for P9
27,Damien Quibuyen overtook Kanno Sora for P8
27,Kanno Sora overtook Jamar Henry for P7
27,Jamar Henry overtook Berend Boer for P6
27,Berend Boer overtook Sydney Aspen for P5
28,Aleksa Kozlov overtook Ananda Chohan for P13
28,Damien Quibuyen overtook Liesje Roser for P10
29,Aleksa Kozlov overtook Monica Niculescu for P14
29,Damien Quibuyen overtook Liesje Roser for P9
29,Al Fabet overtook Kanno Sora for P4
30,Ananda Chohan overtook Monica Niculescu for P11
30,Ye Li overtook Damien Quibuyen for P8
30,Damien Quibuyen overtook Jamar Henry for P7
31,Ananda Chohan overtook Liesje Roser for P14
31,Sydney Aspen overtook Aleksa Kozlov for P11
31,Fidan Basak overtook Ye Li for P8
31,Mark Graham overtook Kanno Sora for P5
32,Ye Li overtook Liesje Roser for P11
32,Fidan Basak overtook Aleksa Kozlov for P8
33,Monica Niculescu overtook Ananda Chohan for P14
33,Sydney Aspen overtook Ye Li for P12
33,Ye Li overtook Damien Quibuyen for P11
33,Fidan Basak overtook Aleksa Kozlov for P8
33,Jamar Henry overtook Kanno Sora for P3
34,Ananda Chohan overtook Damien Quibuyen for P14
34,Ye Li overtook Liesje Roser for P11
34,Fidan Basak overtook Aleksa Kozlov for P7
34,Aleksa Kozlov overtook Al Fabet for P6
34,Kanno Sora overtook Jamar Henry for P4
34,Berend Boer overtook Eli Huertez for P2
35,Aleksa Kozlov overtook Mark Graham for P7
35,Mark Graham overtook Jamar Henry for P6
36,Ye Li overtook Liesje Roser for P13
36,Liesje Roser overtook Ananda Chohan for P12
36,Ananda Chohan overtook Monica Niculescu for P11
36,Monica Niculescu overtook Sydney Aspen for P10
36,Fidan Basak overtook Al Fabet for P8
36,Aleksa Kozlov overtook Mark Graham for P6
36,Eli Huertez overtook Franc Abel for P1
37,Sydney Aspen overtook Ananda Chohan for P11
37,Al Fabet overtook Fidan Basak for P7
37,Jamar Henry overtook Mark Graham for P4
38,Eli Huertez pits: Medium -> Soft
38,Berend Boer pits: Medium -> Soft
38,Franc Abel pits: Medium -> Soft
38,Jamar Henry pits: Medium -> Soft
38,Mark Graham pits: Medium -> Soft
38,Kanno Sora pits: Medium -> Soft
38,Al Fabet pits: Medium -> Soft
38,Fidan Basak pits: Medium -> Soft
38,Aleksa Kozlov pits: Medium -> Soft
38,Monica Niculescu pits: Medium -> Soft
38,Sydney Aspen pits: Medium -> Soft
38,Ananda Chohan pits: Medium -> Soft
38,Liesje Roser pits: Medium -> Soft
38,Ye Li pits: Medium -> Soft
38,Damien Quibuyen pits: Medium -> Soft
38,Niamh Murphy pits: Medium -> Soft
38,Aida Haque pits: Medium -> Soft
38,Sydney Aspen overtook Monica Niculescu for P11
38,Al Fabet overtook Aleksa Kozlov for P8
39,Ananda Chohan overtook Fidan Basak for P9
39,Aleksa Kozlov overtook Al Fabet for P6
40,Eli Huertez sets the fastest lap: 1:22.549
40,Liesje Roser overtook Ye Li for P13
40,Al Fabet overtook Kanno Sora for P7
41,Liesje Roser overtook Ye Li for P13
41,Sydney Aspen overtook Fidan Basak for P10
41,Fidan Basak overtook Ananda Chohan for P9
41,Jamar Henry overtook Aleksa Kozlov for P5
41,Mark Graham overtook Franc Abel for P2
42,Liesje Roser overtook Ye Li for P13
42,Sydney Aspen overtook Ananda Chohan for P10
42,Fidan Basak overtook Al Fabet for P8
42,Kanno Sora overtook Berend Boer for P6
43,Al Fabet overtook Kanno Sora for P7
44,Ananda Chohan overtook Sydney Aspen for P10
44,Fidan Basak overtook Kanno Sora for P8
44,Al Fabet overtook Aleksa Kozlov for P6
45,Kanno Sora overtook Fidan Basak for P8
46,Monica Niculescu overtook Ananda Chohan for P12
46,Jamar Henry overtook Berend Boer for P3
47,Ananda Chohan overtook Monica Niculescu for P12
47,Monica Niculescu overtook Ye Li for P11
47,Al Fabet overtook Aleksa Kozlov for P8
47,Aleksa Kozlov overtook Fidan Basak for P7
47,Kanno Sora overtook Mark Graham for P5
47,Berend Boer overtook Eli Huertez for P3
48,Monica Niculescu overtook Sydney Aspen for P11
48,Sydney Aspen overtook Ye Li for P10
48,Fidan Basak overtook Mark Graham for P5
49,Monica Niculescu overtook Ananda Chohan for P12
49,Ananda Chohan overtook Ye Li for P11
49,Sydney Aspen overtook Al Fabet for P9
49,Jamar Henry overtook Berend Boer for P2
50,Eli Huertez overtook Berend Boer for P3
51,Ananda Chohan overtook Ye Li for P12
51,Monica Niculescu overtook Sydney Aspen for P10
52,Aleksa Kozlov overtook Al Fabet for P8
53,Ananda Chohan overtook Monica Niculescu for P11
53,Jamar Henry overtook Eli Huertez for P3
