Lap,Position,Last Lap Position,Diff,Driver,Team,Tyre,Lap Time,Gap Ahead,Gap to Leader,Status
2,8,8,0,Franc Abel,Shell Motorsports,Hard,1:50.742,+0.339,+2.959,Running
2,9,12,3,Eli Huertez,Pulang Kabayo Racing,Soft,1:50.357,+0.224,+3.184,Running
2,10,17,7,Aida Haque,Icarus,Soft,1:49.480,+0.395,+3.578,Running
2,11,7,-4,Aleksa Kozlov,LFL Engineering,Medium,1:51.614,+0.050,+3.628,Running
2,12,9,-3,Jamar Henry,Trike Motorsports,Medium,1:51.765,+0.415,+4.043,Running
2,13,11,-2,Liesje Roser,Dacia Racing Team,Soft,1:51.317,+0.050,+4.093,Running
2,14,13,-1,Sydney Aspen,Villiuride Racing,Medium,1:51.788,+1.016,+5.109,Running
2,15,15,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.157,+0.004,+5.114,Running
2,16,16,0,Al Fabet,Villiuride Racing,Medium,1:51.135,+0.279,+5.393,Running
2,17,14,-3,Niamh Murphy,Racing Life,Medium,1:51.604,+0.051,+5.443,Running
2,18,18,0,Clara Longo,Icarus,Hard,1:51.009,+1.839,+7.282,Running
3,1,1,0,Ye Li,Racing Life,Soft,1:49.993,-,-,Running
3,2,2,0,Berend Boer,Shell Motorsports,Soft,1:50.098,+0.492,+0.492,Running
3,3,5,2,Kanno Sora,LFL Engineering,Medium,1:50.163,+0.252,+0.744,Running
3,4,4,0,Mark Graham,Trike Motorsports,Soft,1:50.312,+0.050,+0.794,Running
3,5,6,1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:51.294,+2.325,+3.119,Running
3,6,11,5,Aleksa Kozlov,LFL Engineering,Medium,1:49.861,+0.377,+3.496,Running
3,7,9,2,Eli Huertez,Pulang Kabayo Racing,Soft,1:50.435,+0.069,+3.565,Running
3,8,10,2,Aida Haque,Icarus,Soft,1:50.030,+0.050,+3.615,Running
3,9,12,3,Jamar Henry,Trike Motorsports,Medium,1:49.854,+0.289,+3.904,Running
3,10,7,-3,Monica Niculescu,Dacia Racing Team,Soft,1:51.413,+0.137,+4.041,Running
3,11,13,2,Liesje Roser,Dacia Racing Team,Soft,1:50.307,+0.366,+4.407,Running
3,12,8,-4,Franc Abel,Shell Motorsports,Hard,1:51.506,+0.066,+4.472,Running
3,13,15,2,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.007,+0.771,+5.243,Running
3,14,16,2,Al Fabet,Villiuride Racing,Medium,1:49.894,+0.050,+5.293,Running
3,15,17,2,Niamh Murphy,Racing Life,Medium,1:51.483,+1.060,+6.353,Running
3,16,14,-2,Sydney Aspen,Villiuride Racing,Medium,1:51.287,+0.050,+6.403,Running
3,17,18,1,Clara Longo,Icarus,Hard,1:50.623,+1.509,+7.912,Running
3,18,3,-15,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.429,+0.038,+0.425,Crashed on lap 3
4,1,1,0,Ye Li,Racing Life,Soft,1:48.985,-,-,Running
4,2,2,0,Berend Boer,Shell Motorsports,Soft,1:49.150,+0.656,+0.656,Running
4,3,3,0,Kanno Sora,LFL Engineering,Medium,1:50.345,+1.447,+2.104,Running
4,4,4,0,Mark Graham,Trike Motorsports,Soft,1:50.977,+0.682,+2.786,Running
4,5,8,3,Aida Haque,Icarus,Soft,1:50.184,+1.954,+4.739,Running
4,6,5,-1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.656,+0.050,+4.789,Running
4,7,12,5,Franc Abel,Shell Motorsports,Hard,1:49.732,+0.430,+5.220,Running
4,8,7,-1,Eli Huertez,Pulang Kabayo Racing,Soft,1:51.065,+0.425,+5.645,Running
4,9,11,2,Liesje Roser,Dacia Racing Team,Soft,1:50.469,+0.076,+5.721,Running
4,10,6,-4,Aleksa Kozlov,LFL Engineering,Medium,1:51.260,+0.050,+5.771,Running
4,11,10,-1,Monica Niculescu,Dacia Racing Team,Soft,1:51.094,+0.070,+5.841,Running
4,12,9,-3,Jamar Henry,Trike Motorsports,Medium,1:51.392,+0.258,+6.099,Running
4,13,13,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:50.978,+1.137,+7.236,Running
4,14,16,2,Sydney Aspen,Villiuride Racing,Medium,1:51.046,+0.879,+8.115,Running
4,15,15,0,Niamh Murphy,Racing Life,Medium,1:50.755,+0.008,+8.123,Running
4,16,14,-2,Al Fabet,Villiuride Racing,Medium,1:51.857,+0.042,+8.165,Running
4,17,17,0,Clara Longo,Icarus,Hard,1:50.809,+1.571,+9.736,Running
4,18,18,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.429,+0.038,+0.425,Crashed on lap 3
5,1,1,0,Ye Li,Racing Life,Soft,1:50.755,-,-,Running
5,2,2,0,Berend Boer,Shell Motorsports,Soft,1:50.654,+0.555,+0.555,Running
5,3,4,1,Mark Graham,Trike Motorsports,Soft,1:49.217,+0.692,+1.248,Running
5,4,3,-1,Kanno Sora,LFL Engineering,Medium,1:50.151,+0.252,+1.499,Running
5,5,8,3,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.440,+1.645,+3.144,Running
5,6,6,0,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:49.160,+0.050,+3.194,Running
5,7,5,-2,Aida Haque,Icarus,Soft,1:51.037,+1.827,+5.021,Running
5,8,11,3,Monica Niculescu,Dacia Racing Team,Soft,1:50.530,+0.595,+5.616,Running
5,9,7,-2,Franc Abel,Shell Motorsports,Hard,1:51.277,+0.052,+5.668,Running
5,10,12,2,Jamar Henry,Trike Motorsports,Medium,1:50.374,+0.050,+5.718,Running
5,11,13,2,Fidan Basak,Pulang Kabayo Racing,Medium,1:50.376,+0.989,+6.707,Running
5,12,9,-3,Liesje Roser,Dacia Racing Team,Soft,1:51.791,+0.050,+6.757,Running
5,13,10,-3,Aleksa Kozlov,LFL Engineering,Medium,1:51.977,+0.050,+6.806,Running
5,14,15,1,Niamh Murphy,Racing Life,Medium,1:50.978,+1.539,+8.345,Running
5,15,16,1,Al Fabet,Villiuride Racing,Medium,1:51.088,+0.152,+8.497,Running
5,16,14,-2,Sydney Aspen,Villiuride Racing,Medium,1:51.526,+0.388,+8.885,Running
5,17,17,0,Clara Longo,Icarus,Hard,1:51.980,+2.075,+10.960,Running
5,18,18,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.429,+0.038,+0.425,Crashed on lap 3
6,1,1,0,Ye Li,Racing Life,Soft,1:49.499,-,-,Running
6,2,2,0,Berend Boer,Shell Motorsports,Soft,1:50.062,+1.118,+1.118,Running
6,3,3,0,Mark Graham,Trike Motorsports,Soft,1:49.776,+0.407,+1.525,Running
6,4,5,1,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.358,+1.478,+3.003,Running
6,5,4,-1,Kanno Sora,LFL Engineering,Medium,1:51.682,+0.679,+3.683,Running
6,6,6,0,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:51.257,+1.270,+4.952,Running
6,7,8,1,Monica Niculescu,Dacia Racing Team,Soft,1:49.795,+0.960,+5.913,Running
6,8,7,-1,Aida Haque,Icarus,Soft,1:50.952,+0.446,+6.359,Running
6,9,9,0,Franc Abel,Shell Motorsports,Hard,1:50.240,+0.050,+6.409,Running
6,10,10,0,Jamar Henry,Trike Motorsports,Medium,1:50.640,+0.450,+6.859,Running
6,11,13,2,Aleksa Kozlov,LFL Engineering,Medium,1:51.386,+1.567,+8.426,Running
6,12,12,0,Liesje Roser,Dacia Racing Team,Soft,1:51.218,+0.050,+8.476,Running
6,13,15,2,Al Fabet,Villiuride Racing,Medium,1:49.733,+0.256,+8.732,Running
6,14,11,-3,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.724,+0.200,+8.932,Running
6,15,16,1,Sydney Aspen,Villiuride Racing,Medium,1:51.057,+1.511,+10.444,Running
6,16,14,-2,Niamh Murphy,Racing Life,Medium,1:52.183,+0.585,+11.029,Running
6,17,17,0,Clara Longo,Icarus,Hard,1:51.001,+1.434,+12.463,Running
6,18,18,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.429,+0.038,+0.425,Crashed on lap 3
7,1,1,0,Ye Li,Racing Life,Soft,1:49.753,-,-,Running
7,2,3,1,Mark Graham,Trike Motorsports,Soft,1:50.725,+1.298,+1.298,Running
7,3,2,-1,Berend Boer,Shell Motorsports,Soft,1:49.983,+0.050,+1.348,Running
7,4,5,1,Kanno Sora,LFL Engineering,Medium,1:50.105,+2.686,+4.034,Running
7,5,4,-1,Eli Huertez,Pulang Kabayo Racing,Soft,1:51.297,+0.513,+4.547,Running
7,6,6,0,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.818,+1.470,+6.017,Running
7,7,8,1,Aida Haque,Icarus,Soft,1:49.448,+0.037,+6.053,Running
7,8,7,-1,Monica Niculescu,Dacia Racing Team,Soft,1:50.524,+0.630,+6.683,Running
7,9,10,1,Jamar Henry,Trike Motorsports,Medium,1:50.300,+0.723,+7.406,Running
7,10,9,-1,Franc Abel,Shell Motorsports,Hard,1:50.757,+0.006,+7.412,Running
7,11,12,1,Liesje Roser,Dacia Racing Team,Soft,1:51.071,+1.545,+8.957,Running
7,12,13,1,Al Fabet,Villiuride Racing,Medium,1:50.028,+0.050,+9.007,Running
7,13,14,1,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.256,+1.127,+10.134,Running
7,14,11,-3,Aleksa Kozlov,LFL Engineering,Medium,1:51.511,+0.050,+10.184,Running
7,15,16,1,Niamh Murphy,Racing Life,Medium,1:50.015,+1.107,+11.291,Running
7,16,15,-1,Sydney Aspen,Villiuride Racing,Medium,1:50.628,+0.028,+11.318,Running
7,17,17,0,Clara Longo,Icarus,Hard,1:50.701,+2.093,+13.411,Running
7,18,18,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.429,+0.038,+0.425,Crashed on lap 3
8,1,2,1,Mark Graham,Trike Motorsports,Soft,1:48.700,-,-,Running
8,2,3,1,Berend Boer,Shell Motorsports,Soft,1:50.326,+1.285,+1.285,Running
8,3,1,-2,Ye Li,Racing Life,Soft,1:51.332,+0.050,+1.335,Running
8,4,4,0,Kanno Sora,LFL Engineering,Medium,1:50.502,+3.204,+4.539,Running
8,5,6,1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:48.713,+0.193,+4.732,Running
8,6,5,-1,Eli Huertez,Pulang Kabayo Racing,Soft,1:50.902,+0.720,+5.452,Running
8,7,8,1,Monica Niculescu,Dacia Racing Team,Soft,1:50.084,+1.318,+6.770,Running
8,8,7,-1,Aida Haque,Icarus,Soft,1:51.155,+0.440,+7.210,Running
8,9,9,0,Jamar Henry,Trike Motorsports,Medium,1:51.218,+1.417,+8.627,Running
8,10,10,0,Franc Abel,Shell Motorsports,Hard,1:51.744,+0.532,+9.158,Running
8,11,11,0,Liesje Roser,Dacia Racing Team,Soft,1:51.227,+1.029,+10.187,Running
8,12,14,2,Aleksa Kozlov,LFL Engineering,Medium,1:50.947,+0.666,+10.853,Running
8,13,12,-1,Al Fabet,Villiuride Racing,Medium,1:51.893,+0.050,+10.903,Running
8,14,13,-1,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.229,+0.343,+11.245,Running
8,15,16,1,Sydney Aspen,Villiuride Racing,Medium,1:49.975,+0.050,+11.295,Running
8,16,15,-1,Niamh Murphy,Racing Life,Medium,1:50.187,+0.185,+11.480,Running
8,17,17,0,Clara Longo,Icarus,Hard,1:51.621,+3.555,+15.035,Running
8,18,18,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.429,+0.038,+0.425,Crashed on lap 3
9,1,1,0,Mark Graham,Trike Motorsports,Soft,1:49.347,-,-,Running
9,2,3,1,Ye Li,Racing Life,Soft,1:49.542,+1.530,+1.530,Running
9,3,2,-1,Berend Boer,Shell Motorsports,Soft,1:50.629,+1.036,+2.566,Running
9,4,6,2,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.694,+2.950,+5.516,Running
9,5,5,0,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.181,+0.050,+5.566,Running
9,6,7,1,Monica Niculescu,Dacia Racing Team,Soft,1:49.165,+0.183,+5.749,Running
9,7,4,-3,Kanno Sora,LFL Engineering,Medium,1:51.882,+1.325,+7.074,Running
9,8,8,0,Aida Haque,Icarus,Soft,1:50.490,+1.280,+8.353,Running
9,9,10,1,Franc Abel,Shell Motorsports,Hard,1:50.532,+1.989,+10.343,Running
9,10,11,1,Liesje Roser,Dacia Racing Team,Soft,1:50.044,+0.541,+10.884,Running
9,11,12,1,Aleksa Kozlov,LFL Engineering,Medium,1:50.845,+0.482,+11.366,Running
9,12,9,-3,Jamar Henry,Trike Motorsports,Medium,1:52.136,+0.050,+11.416,Running
9,13,13,0,Al Fabet,Villiuride Racing,Medium,1:51.254,+1.064,+12.480,Running
9,14,15,1,Sydney Aspen,Villiuride Racing,Medium,1:50.581,+0.050,+12.530,Running
9,15,14,-1,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.513,+0.230,+12.760,Running
9,16,16,0,Niamh Murphy,Racing Life,Medium,1:51.917,+1.290,+14.050,Running
9,17,17,0,Clara Longo,Icarus,Hard,1:50.738,+2.376,+16.426,Running
9,18,18,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.429,+0.038,+0.425,Crashed on lap 3
10,1,1,0,Mark Graham,Trike Motorsports,Soft,1:50.150,-,-,Running
10,2,2,0,Ye Li,Racing Life,Soft,1:50.150,+1.530,+1.530,Running
10,3,3,0,Berend Boer,Shell Motorsports,Soft,1:49.749,+0.635,+2.165,Running
10,4,6,2,Monica Niculescu,Dacia Racing Team,Soft,1:49.149,+2.582,+4.747,Running
10,5,4,-1,Eli Huertez,Pulang Kabayo Racing,Soft,1:50.006,+0.624,+5.371,Running
10,6,5,-1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:52.051,+2.095,+7.467,Running
10,7,7,0,Kanno Sora,LFL Engineering,Medium,1:50.643,+0.009,+7.476,Running
10,8,8,0,Aida Haque,Icarus,Soft,1:49.323,+0.050,+7.526,Running
10,9,13,4,Al Fabet,Villiuride Racing,Medium,1:49.480,+3.037,+10.563,Running
10,10,10,0,Liesje Roser,Dacia Racing Team,Soft,1:49.880,+0.050,+10.613,Running
10,11,9,-2,Franc Abel,Shell Motorsports,Hard,1:52.281,+1.147,+11.760,Running
10,12,11,-1,Aleksa Kozlov,LFL Engineering,Medium,1:51.592,+0.664,+12.424,Running
10,13,15,2,Fidan Basak,Pulang Kabayo Racing,Medium,1:50.548,+0.334,+12.758,Running
10,14,14,0,Sydney Aspen,Villiuride Racing,Medium,1:51.312,+0.933,+13.691,Running
10,15,16,1,Niamh Murphy,Racing Life,Medium,1:52.020,+2.228,+15.919,Running
10,16,17,1,Clara Longo,Icarus,Hard,1:51.223,+1.579,+17.499,Running
10,17,12,-5,Jamar Henry,Trike Motorsports,Medium,1:52.136,+0.050,+11.416,Mechanical failure on lap 10
10,18,18,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.429,+0.038,+0.425,Crashed on lap 3
11,1,1,0,Mark Graham,Trike Motorsports,Soft,1:51.739,-,-,Running
11,2,2,0,Ye Li,Racing Life,Soft,1:49.423,+0.050,+0.050,Running
11,3,3,0,Berend Boer,Shell Motorsports,Soft,1:50.362,+1.574,+1.624,Running
11,4,4,0,Monica Niculescu,Dacia Racing Team,Soft,1:49.376,+1.596,+3.220,Running
11,5,5,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:51.421,+2.669,+5.889,Running
11,6,6,0,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.494,+0.017,+5.907,Running
11,7,8,1,Aida Haque,Icarus,Soft,1:49.334,+0.050,+5.957,Running
11,8,7,-1,Kanno Sora,LFL Engineering,Medium,1:51.662,+2.278,+8.235,Running
11,9,10,1,Liesje Roser,Dacia Racing Team,Soft,1:51.264,+2.740,+10.974,Running
11,10,9,-1,Al Fabet,Villiuride Racing,Medium,1:51.849,+0.535,+11.509,Running
11,11,11,0,Franc Abel,Shell Motorsports,Hard,1:51.926,+1.274,+12.783,Running
11,12,13,1,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.065,+0.137,+12.920,Running
11,13,14,1,Sydney Aspen,Villiuride Racing,Medium,1:51.502,+1.370,+14.290,Running
11,14,15,1,Niamh Murphy,Racing Life,Medium,1:51.425,+2.151,+16.442,Running
11,15,16,1,Clara Longo,Icarus,Hard,1:50.367,+0.521,+16.963,Running
11,16,12,-4,Aleksa Kozlov,LFL Engineering,Hard,1:50.310,+16.868,+33.830,Running
11,17,17,0,Jamar Henry,Trike Motorsports,Medium,1:52.136,+0.050,+11.416,Mechanical failure on lap 10
11,18,18,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.429,+0.038,+0.425,Crashed on lap 3
12,1,2,1,Ye Li,Racing Life,Soft,1:50.041,-,-,Running
12,2,1,-1,Mark Graham,Trike Motorsports,Soft,1:50.261,+0.170,+0.170,Running
12,3,4,1,Monica Niculescu,Dacia Racing Team,Soft,1:50.180,+2.523,+2.693,Running
12,4,3,-1,Berend Boer,Shell Motorsports,Soft,1:51.210,+0.050,+2.743,Running
12,5,6,1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:49.404,+2.314,+5.058,Running
12,6,5,-1,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.309,+0.050,+5.108,Running
12,7,7,0,Aida Haque,Icarus,Soft,1:49.409,+0.062,+5.170,Running
12,8,8,0,Kanno Sora,LFL Engineering,Medium,1:50.453,+3.428,+8.597,Running
12,9,9,0,Liesje Roser,Dacia Racing Team,Soft,1:51.003,+3.290,+11.887,Running
12,10,10,0,Al Fabet,Villiuride Racing,Medium,1:51.334,+0.865,+12.752,Running
12,11,11,0,Franc Abel,Shell Motorsports,Hard,1:50.811,+0.752,+13.504,Running
12,12,12,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.137,+0.462,+13.966,Running
12,13,13,0,Sydney Aspen,Villiuride Racing,Medium,1:50.617,+0.851,+14.817,Running
12,14,14,0,Niamh Murphy,Racing Life,Medium,1:50.905,+2.440,+17.256,Running
12,15,15,0,Clara Longo,Icarus,Hard,1:51.677,+1.293,+18.549,Running
12,16,16,0,Aleksa Kozlov,LFL Engineering,Hard,1:49.429,+14.619,+33.169,Running
12,17,17,0,Jamar Henry,Trike Motorsports,Medium,1:52.136,+0.050,+11.416,Mechanical failure on lap 10
12,18,18,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.429,+0.038,+0.425,Crashed on lap 3
13,1,2,1,Mark Graham,Trike Motorsports,Soft,1:49.198,-,-,Running
13,2,1,-1,Ye Li,Racing Life,Soft,1:49.782,+0.414,+0.414,Running
13,3,3,0,Monica Niculescu,Dacia Racing Team,Soft,1:49.630,+2.542,+2.955,Running
13,4,4,0,Berend Boer,Shell Motorsports,Soft,1:49.860,+0.280,+3.235,Running
13,5,7,2,Aida Haque,Icarus,Soft,1:50.282,+2.848,+6.083,Running
13,6,5,-1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.932,+0.538,+6.621,Running
13,7,6,-1,Eli Huertez,Pulang Kabayo Racing,Soft,1:51.620,+0.738,+7.359,Running
13,8,8,0,Kanno Sora,LFL Engineering,Medium,1:50.324,+2.194,+9.553,Running
13,9,9,0,Liesje Roser,Dacia Racing Team,Soft,1:51.225,+4.190,+13.743,Running
13,10,11,1,Franc Abel,Shell Motorsports,Hard,1:50.758,+0.594,+14.337,Running
13,11,10,-1,Al Fabet,Villiuride Racing,Medium,1:50.960,+0.007,+14.344,Running
13,12,12,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:49.790,+0.043,+14.387,Running
13,13,14,1,Niamh Murphy,Racing Life,Medium,1:51.794,+5.295,+19.682,Running
13,14,15,1,Clara Longo,Icarus,Hard,1:50.761,+0.260,+19.942,Running
13,15,16,1,Aleksa Kozlov,LFL Engineering,Hard,1:50.479,+14.337,+34.279,Running
13,16,13,-3,Sydney Aspen,Villiuride Racing,Medium,1:50.617,+0.851,+14.817,Crashed on lap 13
13,17,17,0,Jamar Henry,Trike Motorsports,Medium,1:52.136,+0.050,+11.416,Mechanical failure on lap 10
13,18,18,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.429,+0.038,+0.425,Crashed on lap 3
14,1,1,0,Mark Graham,Trike Motorsports,Soft,1:49.912,-,-,Running
14,2,2,0,Ye Li,Racing Life,Soft,1:50.932,+1.434,+1.434,Running
14,3,3,0,Monica Niculescu,Dacia Racing Team,Soft,1:49.550,+1.159,+2.594,Running
14,4,4,0,Berend Boer,Shell Motorsports,Soft,1:50.402,+1.132,+3.726,Running
14,5,7,2,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.366,+2.821,+6.546,Running
14,6,5,-1,Aida Haque,Icarus,Soft,1:50.425,+0.050,+6.596,Running
14,7,6,-1,Ananda Chohan,Mercedes AMG Motorsport,Soft,1:50.794,+0.167,+6.764,Running
14,8,8,0,Kanno Sora,LFL Engineering,Medium,1:50.611,+3.489,+10.253,Running
14,9,10,1,Franc Abel,Shell Motorsports,Hard,1:50.207,+4.078,+14.331,Running
14,10,12,2,Fidan Basak,Pulang Kabayo Racing,Medium,1:49.905,+0.050,+14.381,Running
14,11,9,-2,Liesje Roser,Dacia Racing Team,Soft,1:50.965,+0.202,+14.583,Running
14,12,11,-1,Al Fabet,Villiuride Racing,Medium,1:50.513,+0.362,+14.945,Running
14,13,13,0,Niamh Murphy,Racing Life,Medium,1:51.661,+6.486,+21.431,Running
14,14,14,0,Clara Longo,Icarus,Hard,1:52.599,+1.198,+22.629,Running
14,15,15,0,Aleksa Kozlov,LFL Engineering,Hard,1:50.971,+12.708,+35.338,Running
14,16,16,0,Sydney Aspen,Villiuride Racing,Medium,1:50.617,+0.851,+14.817,Crashed on lap 13
14,17,17,0,Jamar Henry,Trike Motorsports,Medium,1:52.136,+0.050,+11.416,Mechanical failure on lap 10
14,18,18,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.429,+0.038,+0.425,Crashed on lap 3
15,1,1,0,Mark Graham,Trike Motorsports,Soft,1:49.969,-,-,Running
15,2,2,0,Ye Li,Racing Life,Soft,1:50.112,+1.577,+1.577,Running
15,3,4,1,Berend Boer,Shell Motorsports,Soft,1:51.016,+3.196,+4.772,Running
15,4,6,2,Aida Haque,Icarus,Soft,1:51.391,+2.774,+7.547,Running
15,5,5,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:51.019,+0.050,+7.597,Running
15,6,8,2,Kanno Sora,LFL Engineering,Medium,1:51.600,+4.287,+11.884,Running
15,7,10,3,Fidan Basak,Pulang Kabayo Racing,Medium,1:50.400,+2.928,+14.812,Running
15,8,9,1,Franc Abel,Shell Motorsports,Hard,1:51.110,+0.660,+15.472,Running
15,9,11,2,Liesje Roser,Dacia Racing Team,Soft,1:50.962,+0.104,+15.576,Running
15,10,12,2,Al Fabet,Villiuride Racing,Medium,1:52.439,+1.839,+17.415,Running
15,11,13,2,Niamh Murphy,Racing Life,Medium,1:50.935,+4.982,+22.397,Running
15,12,14,2,Clara Longo,Icarus,Hard,1:52.012,+2.276,+24.672,Running
15,13,3,-10,Monica Niculescu,Dacia Racing Team,Medium,1:51.687,+1.639,+26.311,Running
15,14,7,-7,Ananda Chohan,Mercedes AMG Motorsport,Hard,1:49.930,+2.413,+28.725,Running
15,15,15,0,Aleksa Kozlov,LFL Engineering,Hard,1:50.062,+6.706,+35.430,Running
15,16,16,0,Sydney Aspen,Villiuride Racing,Medium,1:50.617,+0.851,+14.817,Crashed on lap 13
15,17,17,0,Jamar Henry,Trike Motorsports,Medium,1:52.136,+0.050,+11.416,Mechanical failure on lap 10
15,18,18,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:50.429,+0.038,+0.425,Crashed on lap 3
16,1,2,1,Ye Li,Racing Life,Soft,1:51.287,-,-,Running
16,2,3,1,Berend Boer,Shell Motorsports,Soft,1:50.116,+2.025,+2.025,Running
16,3,4,1,Aida Haque,Icarus,Soft,1:51.206,+3.864,+5.889,Running
16,4,6,2,Kanno Sora,LFL Engineering,Medium,1:51.168,+4.299,+10.188,Running
16,5,7,2,Fidan Basak,Pulang Kabayo Racing,Medium,1:50.872,+2.632,+12.821,Running
16,6,10,4,Al Fabet,Villiuride Racing,Medium,1:50.588,+1.468,+14.289,Running
16,7,8,1,Franc Abel,Shell Motorsports,Hard,1:51.731,+0.050,+14.339,Running
16,8,11,3,Niamh Murphy,Racing Life,Medium,1:51.353,+6.332,+20.671,Running
16,9,1,-8,Mark Graham,Trike Motorsports,Hard,1:51.584,+0.050,+20.721,Running
16,10,13,3,Monica Niculescu,Dacia Racing Team,Medium,1:50.062,+2.789,+23.510,Running
16,11,12,1,Clara Longo,Icarus,Hard,1:52.214,+0.513,+24.023,Running
16,12,14,2,Ananda Chohan,Mercedes AMG Motorsport,Hard,1:49.522,+1.361,+25.383,Running
16,13,5,-8,Eli Huertez,Pulang Kabayo Racing,Medium,1:51.144,+2.493,+27.877,Running
16,14,15,1,Aleksa Kozlov,LFL Engineering,Hard,1:51.594,+6.284,+34.161,Running
