Lap,Position,Last Lap Position,Diff,Driver,Team,Tyre,Lap Time,Gap Ahead,Gap to Leader,Status
12,12,12,0,Kanno Sora,LFL Engineering,Medium,1:50.006,+0.116,+10.519,Running
12,13,13,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.316,+2.697,+13.217,Running
12,14,14,0,Marek Madeira,Dacia Racing Team,Soft,1:50.762,+0.524,+13.741,Running
12,15,15,0,Aida Haque,Icarus,Medium,1:51.011,+2.017,+15.758,Running
12,16,16,0,Ananda Chohan,Mercedes AMG Motorsport,Hard,1:52.014,+1.435,+17.192,Running
12,17,17,0,Clara Longo,Icarus,Hard,1:51.851,+11.816,+29.008,Running
12,18,18,0,Aleksa Kozlov,LFL Engineering,Medium,1:50.291,+0.200,+3.643,Crashed on lap 2
13,1,1,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.942,-,-,Running
13,2,4,2,Jamar Henry,Trike Motorsports,Soft,1:49.856,+2.198,+2.198,Running
13,3,3,0,Franc Abel,Shell Motorsports,Soft,1:51.148,+0.180,+2.378,Running
13,4,2,-2,Ye Li,Racing Life,Soft,1:51.171,+0.050,+2.428,Running
13,5,6,1,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:49.892,+4.515,+6.943,Running
13,6,5,-1,Niamh Murphy,Racing Life,Soft,1:51.472,+1.262,+8.205,Running
13,7,8,1,Liesje Roser,Dacia Racing Team,Soft,1:50.784,+0.881,+9.086,Running
13,8,7,-1,Berend Boer,Shell Motorsports,Medium,1:51.040,+0.206,+9.292,Running
13,9,9,0,Sydney Aspen,Villiuride Racing,Medium,1:51.687,+1.150,+10.442,Running
13,10,10,0,Mark Graham,Trike Motorsports,Medium,1:50.080,+0.050,+10.492,Running
13,11,11,0,Al Fabet,Villiuride Racing,Soft,1:50.655,+0.625,+11.117,Running
13,12,12,0,Kanno Sora,LFL Engineering,Medium,1:51.308,+0.768,+11.886,Running
13,13,14,1,Marek Madeira,Dacia Racing Team,Soft,1:49.952,+1.865,+13.751,Running
13,14,13,-1,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.313,+0.837,+14.588,Running
13,15,15,0,Aida Haque,Icarus,Medium,1:50.654,+1.881,+16.469,Running
13,16,16,0,Ananda Chohan,Mercedes AMG Motorsport,Hard,1:51.815,+2.596,+19.065,Running
13,17,17,0,Clara Longo,Icarus,Hard,1:50.610,+10.611,+29.677,Running
13,18,18,0,Aleksa Kozlov,LFL Engineering,Medium,1:50.291,+0.200,+3.643,Crashed on lap 2
14,1,1,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:50.988,-,-,Running
14,2,2,0,Jamar Henry,Trike Motorsports,Soft,1:49.159,+0.370,+0.370,Running
14,3,3,0,Franc Abel,Shell Motorsports,Soft,1:49.726,+0.747,+1.116,Running
14,4,4,0,Ye Li,Racing Life,Soft,1:50.273,+0.597,+1.714,Running
14,5,5,0,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:50.885,+5.126,+6.840,Running
14,6,8,2,Berend Boer,Shell Motorsports,Medium,1:49.807,+1.209,+8.049,Running
14,7,6,-1,Niamh Murphy,Racing Life,Soft,1:50.882,+0.050,+8.099,Running
14,8,7,-1,Liesje Roser,Dacia Racing Team,Soft,1:51.087,+1.087,+9.185,Running
14,9,10,1,Mark Graham,Trike Motorsports,Medium,1:50.750,+1.069,+10.254,Running
14,10,9,-1,Sydney Aspen,Villiuride Racing,Medium,1:51.355,+0.425,+10.679,Running
14,11,11,0,Al Fabet,Villiuride Racing,Soft,1:50.599,+0.050,+10.729,Running
14,12,12,0,Kanno Sora,LFL Engineering,Medium,1:51.352,+1.521,+12.250,Running
14,13,13,0,Marek Madeira,Dacia Racing Team,Soft,1:51.386,+1.900,+14.149,Running
14,14,14,0,Fidan Basak,Pulang Kabayo Racing,Medium,1:51.924,+1.375,+15.524,Running
14,15,15,0,Aida Haque,Icarus,Medium,1:52.183,+2.140,+17.664,Running
14,16,16,0,Ananda Chohan,Mercedes AMG Motorsport,Hard,1:51.212,+1.625,+19.289,Running
14,17,17,0,Clara Longo,Icarus,Hard,1:52.648,+12.047,+31.337,Running
14,18,18,0,Aleksa Kozlov,LFL Engineering,Medium,1:50.291,+0.200,+3.643,Crashed on lap 2
15,1,1,0,Eli Huertez,Pulang Kabayo Racing,Soft,1:49.907,-,-,Running
15,2,3,1,Franc Abel,Shell Motorsports,Soft,1:49.331,+0.540,+0.540,Running
15,3,4,1,Ye Li,Racing Life,Soft,1:49.613,+0.879,+1.420,Running
15,4,5,1,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:51.877,+7.390,+8.810,Running
15,5,6,1,Berend Boer,Shell Motorsports,Medium,1:50.831,+0.163,+8.973,Running
15,6,7,1,Niamh Murphy,Racing Life,Soft,1:51.089,+0.308,+9.280,Running
15,7,8,1,Liesje Roser,Dacia Racing Team,Soft,1:50.098,+0.096,+9.377,Running
15,8,9,1,Mark Graham,Trike Motorsports,Medium,1:51.937,+2.412,+11.789,Running
15,9,10,1,Sydney Aspen,Villiuride Racing,Medium,1:51.067,+0.050,+11.839,Running
15,10,14,4,Fidan Basak,Pulang Kabayo Racing,Medium,1:50.305,+4.083,+15.921,Running
15,11,15,4,Aida Haque,Icarus,Medium,1:51.920,+3.756,+19.677,Running
15,12,16,4,Ananda Chohan,Mercedes AMG Motorsport,Hard,1:50.910,+0.615,+20.292,Running
15,13,2,-11,Jamar Henry,Trike Motorsports,Medium,1:51.694,+3.864,+24.156,Running
15,14,17,3,Clara Longo,Icarus,Hard,1:52.537,+9.811,+33.966,Running
15,15,11,-4,Al Fabet,Villiuride Racing,Medium,1:51.910,+0.765,+34.732,Running
15,16,13,-3,Marek Madeira,Dacia Racing Team,Medium,1:52.313,+3.823,+38.555,Running
15,17,12,-5,Kanno Sora,LFL Engineering,Medium,1:51.352,+1.521,+12.250,Mechanical failure on lap 15
15,18,18,0,Aleksa Kozlov,LFL Engineering,Medium,1:50.291,+0.200,+3.643,Crashed on lap 2
16,1,3,2,Ye Li,Racing Life,Soft,1:51.340,-,-,Running
16,2,2,0,Franc Abel,Shell Motorsports,Soft,1:51.272,+0.050,+0.050,Running
16,3,4,1,Damien Quibuyen,Mercedes AMG Motorsport,Medium,1:51.546,+8.446,+8.496,Running
16,4,5,1,Berend Boer,Shell Motorsports,Medium,1:52.122,+0.047,+8.543,Running
16,5,6,1,Niamh Murphy,Racing Life,Soft,1:51.028,+0.003,+8.546,Running
16,6,9,3,Sydney Aspen,Villiuride Racing,Medium,1:50.093,+0.736,+9.282,Running
16,7,8,1,Mark Graham,Trike Motorsports,Medium,1:50.329,+1.074,+10.355,Running
16,8,10,2,Fidan Basak,Pulang Kabayo Racing,Medium,1:50.829,+4.632,+14.988,Running
16,9,11,2,Aida Haque,Icarus,Medium,1:49.712,+2.640,+17.627,Running
16,10,1,-9,Eli Huertez,Pulang Kabayo Racing,Medium,1:49.597,+2.208,+19.835,Running
16,11,12,1,Ananda Chohan,Mercedes AMG Motorsport,Hard,1:51.856,+0.550,+20.385,Running
16,12,13,1,Jamar Henry,Trike Motorsports,Medium,1:51.121,+3.129,+23.514,Running
16,13,7,-6,Liesje Roser,Dacia Racing Team,Medium,1:51.473,+7.573,+31.088,Running
16,14,14,0,Clara Longo,Icarus,Hard,1:50.475,+1.592,+32.679,Running
16,15,15,0,Al Fabet,Villiuride Racing,Medium,1:50.604,+0.894,+33.573,Running
16,16,16,0,Marek Madeira,Dacia Racing Team,Medium,1:51.346,+4.565,+38.138,Running
