Lap,Position,Last Lap Position,Diff,Driver,Team,Tyre,Lap Time,Gap Ahead,Gap to Leader,Status
2,9,9,0,Aida Haque,Scuderia Ivanov Racing,Soft,1:23.850,+0.777,+3.421,Running
2,10,13,3,Monica Niculescu,Dacia Racing Team,Soft,1:23.426,+0.078,+3.500,Running
2,11,11,0,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:23.962,+0.483,+3.982,Running
2,12,15,3,Fidan Basak,Pulang Kabayo Racing,Soft,1:23.494,+0.007,+3.989,Running
2,13,10,-3,Franc Abel,Orange Wheel Racing,Medium,1:24.248,+0.050,+4.039,Running
2,14,14,0,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.341,+1.228,+5.267,Running
2,15,12,-3,Niamh Murphy,Racing Life,Medium,1:25.294,+0.050,+5.317,Running
2,16,16,0,Kanno Sora,LFL Engineering,Hard,1:25.114,+0.724,+6.041,Running
2,17,17,0,Erwin Kramer,OHSN Racing,Hard,1:24.453,+0.050,+6.091,Running
2,18,20,2,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:25.060,+0.096,+6.187,Running
2,19,19,0,Liesje Roser,Dacia Racing Team,Medium,1:24.104,+0.050,+6.237,Running
2,20,18,-2,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:26.003,+1.861,+8.098,Running
3,1,1,0,Berend Boer,Orange Wheel Racing,Soft,1:23.236,-,-,Running
3,2,2,0,Ye Li,Racing Life,Soft,1:23.121,+0.355,+0.355,Running
3,3,4,1,Jamar Henry,Trike Motorsports,Soft,1:23.998,+1.446,+1.801,Running
3,4,3,-1,Sydney Aspen,Villiuride Racing,Soft,1:24.567,+0.050,+1.851,Running
3,5,8,3,Aleksa Kozlov,LFL Engineering,Soft,1:23.992,+1.549,+3.400,Running
3,6,7,1,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:24.511,+0.282,+3.682,Running
3,7,9,2,Aida Haque,Scuderia Ivanov Racing,Soft,1:24.156,+0.479,+4.161,Running
3,8,6,-2,Mark Graham,Trike Motorsports,Medium,1:25.090,+0.050,+4.211,Running
3,9,13,4,Franc Abel,Orange Wheel Racing,Medium,1:24.519,+1.111,+5.322,Running
3,10,11,1,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:24.950,+0.142,+5.464,Running
3,11,5,-6,Al Fabet,Villiuride Racing,Hard,1:26.499,+0.015,+5.478,Running
3,12,10,-2,Monica Niculescu,Dacia Racing Team,Soft,1:25.250,+0.035,+5.514,Running
3,13,12,-1,Fidan Basak,Pulang Kabayo Racing,Soft,1:25.008,+0.248,+5.761,Running
3,14,14,0,Eli Huertez,Pulang Kabayo Racing,Hard,1:24.974,+1.244,+7.005,Running
3,15,15,0,Niamh Murphy,Racing Life,Medium,1:25.123,+0.199,+7.204,Running
3,16,19,3,Liesje Roser,Dacia Racing Team,Medium,1:24.482,+0.279,+7.483,Running
3,17,18,1,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:25.033,+0.501,+7.984,Running
3,18,16,-2,Kanno Sora,LFL Engineering,Hard,1:25.831,+0.652,+8.636,Running
3,19,17,-2,Erwin Kramer,OHSN Racing,Hard,1:25.833,+0.051,+8.688,Running
3,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.304,+1.479,+10.166,Running
4,1,1,0,Berend Boer,Orange Wheel Racing,Soft,1:23.757,-,-,Running
4,2,3,1,Jamar Henry,Trike Motorsports,Soft,1:23.102,+1.146,+1.146,Running
4,3,2,-1,Ye Li,Racing Life,Soft,1:24.892,+0.345,+1.491,Running
4,4,6,2,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:23.487,+1.151,+2.642,Running
4,5,4,-1,Sydney Aspen,Villiuride Racing,Soft,1:24.597,+0.050,+2.692,Running
4,6,7,1,Aida Haque,Scuderia Ivanov Racing,Soft,1:23.572,+0.932,+3.624,Running
4,7,5,-2,Aleksa Kozlov,LFL Engineering,Soft,1:24.030,+0.050,+3.674,Running
4,8,8,0,Mark Graham,Trike Motorsports,Medium,1:24.886,+1.595,+5.269,Running
4,9,13,4,Fidan Basak,Pulang Kabayo Racing,Soft,1:23.306,+0.042,+5.310,Running
4,10,10,0,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:23.612,+0.008,+5.319,Running
4,11,12,1,Monica Niculescu,Dacia Racing Team,Soft,1:23.996,+0.434,+5.753,Running
4,12,9,-3,Franc Abel,Orange Wheel Racing,Medium,1:24.597,+0.408,+6.161,Running
4,13,11,-2,Al Fabet,Villiuride Racing,Hard,1:25.112,+0.672,+6.833,Running
4,14,15,1,Niamh Murphy,Racing Life,Medium,1:24.043,+0.657,+7.490,Running
4,15,16,1,Liesje Roser,Dacia Racing Team,Medium,1:24.373,+0.609,+8.100,Running
4,16,17,1,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:24.334,+0.462,+8.562,Running
4,17,14,-3,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.916,+0.603,+9.165,Running
4,18,19,1,Erwin Kramer,OHSN Racing,Hard,1:25.260,+1.026,+10.191,Running
4,19,18,-1,Kanno Sora,LFL Engineering,Hard,1:25.580,+0.269,+10.460,Running
4,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Running
5,1,1,0,Berend Boer,Orange Wheel Racing,Soft,1:23.880,-,-,Running
5,2,5,3,Sydney Aspen,Villiuride Racing,Soft,1:22.966,+1.349,+1.349,Running
5,3,2,-1,Jamar Henry,Trike Motorsports,Soft,1:24.133,+0.050,+1.399,Running
5,4,3,-1,Ye Li,Racing Life,Soft,1:24.904,+0.329,+1.727,Running
5,5,4,-1,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:24.349,+1.383,+3.111,Running
5,6,7,1,Aleksa Kozlov,LFL Engineering,Soft,1:24.231,+0.913,+4.024,Running
5,7,8,1,Mark Graham,Trike Motorsports,Medium,1:23.886,+0.488,+4.512,Running
5,8,6,-2,Aida Haque,Scuderia Ivanov Racing,Soft,1:24.819,+0.050,+4.562,Running
5,9,10,1,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:24.664,+1.488,+6.050,Running
5,10,9,-1,Fidan Basak,Pulang Kabayo Racing,Soft,1:24.839,+0.002,+6.052,Running
5,11,11,0,Monica Niculescu,Dacia Racing Team,Soft,1:24.227,+0.048,+6.100,Running
5,12,13,1,Al Fabet,Villiuride Racing,Hard,1:25.369,+1.552,+7.652,Running
5,13,12,-1,Franc Abel,Orange Wheel Racing,Medium,1:25.421,+0.050,+7.702,Running
5,14,14,0,Niamh Murphy,Racing Life,Medium,1:24.864,+0.569,+8.272,Running
5,15,15,0,Liesje Roser,Dacia Racing Team,Medium,1:24.850,+0.798,+9.070,Running
5,16,17,1,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.367,+1.581,+10.651,Running
5,17,19,2,Kanno Sora,LFL Engineering,Hard,1:24.447,+0.096,+10.747,Running
5,18,16,-2,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:26.116,+0.050,+10.797,Running
5,19,18,-1,Erwin Kramer,OHSN Racing,Hard,1:25.815,+1.329,+12.126,Running
5,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
6,1,1,0,Berend Boer,Orange Wheel Racing,Soft,1:24.615,-,-,Running
6,2,4,2,Ye Li,Racing Life,Soft,1:23.692,+0.804,+0.804,Running
6,3,3,0,Jamar Henry,Trike Motorsports,Soft,1:24.101,+0.080,+0.884,Running
6,4,2,-2,Sydney Aspen,Villiuride Racing,Soft,1:24.625,+0.474,+1.358,Running
6,5,5,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:25.033,+1.678,+3.037,Running
6,6,6,0,Aleksa Kozlov,LFL Engineering,Soft,1:23.678,+0.050,+3.087,Running
6,7,7,0,Mark Graham,Trike Motorsports,Medium,1:24.496,+1.242,+4.329,Running
6,8,8,0,Aida Haque,Scuderia Ivanov Racing,Soft,1:24.432,+0.050,+4.379,Running
6,9,11,2,Monica Niculescu,Dacia Racing Team,Soft,1:24.003,+0.189,+4.568,Running
6,10,10,0,Fidan Basak,Pulang Kabayo Racing,Soft,1:23.181,+0.050,+4.618,Running
6,11,9,-2,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:25.238,+0.819,+5.438,Running
6,12,13,1,Franc Abel,Orange Wheel Racing,Medium,1:23.752,+1.185,+6.623,Running
6,13,12,-1,Al Fabet,Villiuride Racing,Hard,1:24.735,+0.167,+6.790,Running
6,14,15,1,Liesje Roser,Dacia Racing Team,Medium,1:23.395,+0.932,+7.722,Running
6,15,14,-1,Niamh Murphy,Racing Life,Medium,1:25.080,+0.078,+7.800,Running
6,16,16,0,Eli Huertez,Pulang Kabayo Racing,Hard,1:23.511,+1.747,+9.547,Running
6,17,18,1,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:25.400,+1.711,+11.258,Running
6,18,17,-1,Kanno Sora,LFL Engineering,Hard,1:25.176,+0.050,+11.308,Running
6,19,19,0,Erwin Kramer,OHSN Racing,Hard,1:25.158,+1.361,+12.669,Running
6,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
7,1,3,2,Jamar Henry,Trike Motorsports,Soft,1:23.732,-,-,Running
7,2,4,2,Sydney Aspen,Villiuride Racing,Soft,1:23.966,+0.124,+0.124,Running
7,3,1,-2,Berend Boer,Orange Wheel Racing,Soft,1:24.790,+0.050,+0.174,Running
7,4,2,-2,Ye Li,Racing Life,Soft,1:24.834,+0.484,+0.657,Running
7,5,5,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:23.855,+1.618,+2.275,Running
7,6,6,0,Aleksa Kozlov,LFL Engineering,Soft,1:24.761,+0.628,+2.903,Running
7,7,7,0,Mark Graham,Trike Motorsports,Medium,1:23.240,+0.050,+2.953,Running
7,8,11,3,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:23.260,+1.129,+4.081,Running
7,9,9,0,Monica Niculescu,Dacia Racing Team,Soft,1:25.177,+0.779,+4.861,Running
7,10,10,0,Fidan Basak,Pulang Kabayo Racing,Soft,1:24.872,+0.013,+4.874,Running
7,11,8,-3,Aida Haque,Scuderia Ivanov Racing,Soft,1:25.148,+0.037,+4.911,Running
7,12,12,0,Franc Abel,Orange Wheel Racing,Medium,1:23.786,+0.881,+5.792,Running
7,13,13,0,Al Fabet,Villiuride Racing,Hard,1:24.262,+0.642,+6.434,Running
7,14,14,0,Liesje Roser,Dacia Racing Team,Medium,1:24.899,+1.570,+8.004,Running
7,15,15,0,Niamh Murphy,Racing Life,Medium,1:25.293,+0.472,+8.476,Running
7,16,16,0,Eli Huertez,Pulang Kabayo Racing,Hard,1:24.900,+1.354,+9.830,Running
7,17,18,1,Kanno Sora,LFL Engineering,Hard,1:24.555,+1.416,+11.247,Running
7,18,17,-1,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:25.266,+0.660,+11.907,Running
7,19,19,0,Erwin Kramer,OHSN Racing,Hard,1:25.216,+1.361,+13.268,Running
7,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
8,1,3,2,Berend Boer,Orange Wheel Racing,Soft,1:23.429,-,-,Running
8,2,2,0,Sydney Aspen,Villiuride Racing,Soft,1:23.525,+0.046,+0.046,Running
8,3,1,-2,Jamar Henry,Trike Motorsports,Soft,1:24.344,+0.696,+0.741,Running
8,4,4,0,Ye Li,Racing Life,Soft,1:25.173,+1.486,+2.228,Running
8,5,5,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:23.643,+0.087,+2.315,Running
8,6,8,2,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:23.041,+0.956,+3.271,Running
8,7,7,0,Mark Graham,Trike Motorsports,Medium,1:23.971,+0.050,+3.321,Running
8,8,6,-2,Aleksa Kozlov,LFL Engineering,Soft,1:24.644,+0.148,+3.469,Running
8,9,11,2,Aida Haque,Scuderia Ivanov Racing,Soft,1:24.765,+2.145,+5.614,Running
8,10,9,-1,Monica Niculescu,Dacia Racing Team,Soft,1:24.406,+0.050,+5.664,Running
8,11,10,-1,Fidan Basak,Pulang Kabayo Racing,Soft,1:25.491,+1.098,+6.762,Running
8,12,12,0,Franc Abel,Orange Wheel Racing,Medium,1:24.781,+0.208,+6.970,Running
8,13,13,0,Al Fabet,Villiuride Racing,Hard,1:24.587,+0.449,+7.419,Running
8,14,15,1,Niamh Murphy,Racing Life,Medium,1:24.556,+0.982,+8.401,Running
8,15,14,-1,Liesje Roser,Dacia Racing Team,Medium,1:24.049,+0.050,+8.451,Running
8,16,17,1,Kanno Sora,LFL Engineering,Hard,1:24.484,+2.832,+11.283,Running
8,17,16,-1,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.106,+0.050,+11.333,Running
8,18,18,0,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:24.375,+0.744,+12.078,Running
8,19,19,0,Erwin Kramer,OHSN Racing,Hard,1:25.553,+3.140,+15.218,Running
8,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
9,1,3,2,Jamar Henry,Trike Motorsports,Soft,1:23.312,-,-,Running
9,2,1,-1,Berend Boer,Orange Wheel Racing,Soft,1:24.770,+0.517,+0.517,Running
9,3,2,-1,Sydney Aspen,Villiuride Racing,Soft,1:24.575,+0.050,+0.567,Running
9,4,5,1,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:24.447,+1.305,+1.872,Running
9,5,4,-1,Ye Li,Racing Life,Soft,1:23.747,+0.050,+1.922,Running
9,6,8,2,Aleksa Kozlov,LFL Engineering,Soft,1:24.541,+2.036,+3.958,Running
9,7,7,0,Mark Graham,Trike Motorsports,Medium,1:25.007,+0.317,+4.275,Running
9,8,9,1,Aida Haque,Scuderia Ivanov Racing,Soft,1:24.579,+0.746,+5.020,Running
9,9,6,-3,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:25.852,+0.050,+5.070,Running
9,10,10,0,Monica Niculescu,Dacia Racing Team,Soft,1:25.138,+1.020,+6.091,Running
9,11,11,0,Fidan Basak,Pulang Kabayo Racing,Soft,1:25.298,+1.831,+7.921,Running
9,12,13,1,Al Fabet,Villiuride Racing,Hard,1:24.770,+0.036,+7.957,Running
9,13,15,2,Liesje Roser,Dacia Racing Team,Medium,1:23.573,+0.014,+7.971,Running
9,14,12,-2,Franc Abel,Orange Wheel Racing,Medium,1:25.322,+0.268,+8.239,Running
9,15,14,-1,Niamh Murphy,Racing Life,Medium,1:24.211,+0.320,+8.559,Running
9,16,17,1,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.520,+3.991,+12.550,Running
9,17,16,-1,Kanno Sora,LFL Engineering,Hard,1:25.370,+0.050,+12.600,Running
9,18,18,0,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:25.355,+0.150,+12.750,Running
9,19,19,0,Erwin Kramer,OHSN Racing,Hard,1:25.169,+3.584,+16.334,Running
9,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
10,1,1,0,Jamar Henry,Trike Motorsports,Soft,1:24.843,-,-,Running
10,2,2,0,Berend Boer,Orange Wheel Racing,Soft,1:24.302,+0.050,+0.050,Running
10,3,5,2,Ye Li,Racing Life,Soft,1:22.961,+0.064,+0.114,Running
10,4,3,-1,Sydney Aspen,Villiuride Racing,Soft,1:25.030,+0.715,+0.829,Running
10,5,6,1,Aleksa Kozlov,LFL Engineering,Soft,1:23.830,+1.492,+2.320,Running
10,6,4,-2,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:25.268,+0.050,+2.370,Running
10,7,10,3,Monica Niculescu,Dacia Racing Team,Soft,1:23.653,+2.604,+4.974,Running
10,8,7,-1,Mark Graham,Trike Motorsports,Medium,1:25.545,+0.076,+5.051,Running
10,9,9,0,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:25.574,+0.701,+5.751,Running
10,10,8,-2,Aida Haque,Scuderia Ivanov Racing,Soft,1:25.550,+0.050,+5.801,Running
10,11,11,0,Fidan Basak,Pulang Kabayo Racing,Soft,1:23.782,+1.133,+6.935,Running
10,12,14,2,Franc Abel,Orange Wheel Racing,Medium,1:23.580,+0.116,+7.050,Running
10,13,13,0,Liesje Roser,Dacia Racing Team,Medium,1:24.937,+1.089,+8.140,Running
10,14,15,1,Niamh Murphy,Racing Life,Medium,1:24.873,+0.524,+8.663,Running
10,15,12,-3,Al Fabet,Villiuride Racing,Hard,1:26.106,+0.631,+9.294,Running
10,16,17,1,Kanno Sora,LFL Engineering,Hard,1:25.208,+3.745,+13.039,Running
10,17,16,-1,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.582,+0.324,+13.363,Running
10,18,18,0,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:25.580,+0.198,+13.561,Running
10,19,19,0,Erwin Kramer,OHSN Racing,Hard,1:25.859,+3.864,+17.425,Running
10,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
11,1,3,2,Ye Li,Racing Life,Soft,1:23.945,-,-,Running
11,2,1,-1,Jamar Henry,Trike Motorsports,Soft,1:24.909,+0.431,+0.431,Running
11,3,2,-1,Berend Boer,Orange Wheel Racing,Soft,1:24.489,+0.050,+0.481,Running
11,4,4,0,Sydney Aspen,Villiuride Racing,Soft,1:24.679,+0.319,+0.800,Running
11,5,6,1,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:23.851,+1.363,+2.163,Running
11,6,5,-1,Aleksa Kozlov,LFL Engineering,Soft,1:24.744,+0.843,+3.006,Running
11,7,7,0,Monica Niculescu,Dacia Racing Team,Soft,1:23.843,+1.754,+4.759,Running
11,8,8,0,Mark Graham,Trike Motorsports,Medium,1:25.266,+0.780,+5.539,Running
11,9,10,1,Aida Haque,Scuderia Ivanov Racing,Soft,1:23.847,+0.050,+5.589,Running
11,10,9,-1,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:24.861,+0.965,+6.554,Running
11,11,11,0,Fidan Basak,Pulang Kabayo Racing,Soft,1:24.229,+0.551,+7.105,Running
11,12,12,0,Franc Abel,Orange Wheel Racing,Medium,1:25.735,+1.196,+8.301,Running
11,13,14,1,Niamh Murphy,Racing Life,Medium,1:23.747,+0.050,+8.351,Running
11,14,13,-1,Liesje Roser,Dacia Racing Team,Medium,1:25.392,+1.122,+9.473,Running
11,15,15,0,Al Fabet,Villiuride Racing,Hard,1:25.405,+1.167,+10.641,Running
11,16,16,0,Kanno Sora,LFL Engineering,Hard,1:24.422,+2.762,+13.403,Running
11,17,18,1,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:25.420,+1.520,+14.923,Running
11,18,17,-1,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.959,+0.341,+15.264,Running
11,19,19,0,Erwin Kramer,OHSN Racing,Hard,1:26.137,+4.239,+19.503,Running
11,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
12,1,1,0,Ye Li,Racing Life,Soft,1:23.557,-,-,Running
12,2,4,2,Sydney Aspen,Villiuride Racing,Soft,1:22.880,+0.124,+0.124,Running
12,3,2,-1,Jamar Henry,Trike Motorsports,Soft,1:25.357,+1.032,+1.155,Running
12,4,3,-1,Berend Boer,Orange Wheel Racing,Soft,1:24.281,+0.050,+1.205,Running
12,5,5,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:25.261,+2.662,+3.867,Running
12,6,6,0,Aleksa Kozlov,LFL Engineering,Soft,1:24.860,+0.441,+4.309,Running
12,7,8,1,Mark Graham,Trike Motorsports,Medium,1:24.264,+1.616,+5.924,Running
12,8,7,-1,Monica Niculescu,Dacia Racing Team,Soft,1:24.772,+0.050,+5.974,Running
12,9,9,0,Aida Haque,Scuderia Ivanov Racing,Soft,1:24.939,+0.222,+6.196,Running
12,10,10,0,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:23.989,+0.790,+6.986,Running
12,11,11,0,Fidan Basak,Pulang Kabayo Racing,Soft,1:25.274,+1.836,+8.822,Running
12,12,12,0,Franc Abel,Orange Wheel Racing,Medium,1:24.169,+0.091,+8.914,Running
12,13,15,2,Al Fabet,Villiuride Racing,Hard,1:24.148,+1.297,+10.211,Running
12,14,13,-1,Niamh Murphy,Racing Life,Medium,1:25.466,+0.050,+10.261,Running
12,15,14,-1,Liesje Roser,Dacia Racing Team,Medium,1:25.440,+0.921,+11.182,Running
12,16,16,0,Kanno Sora,LFL Engineering,Hard,1:25.112,+3.776,+14.958,Running
12,17,17,0,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:24.038,+0.446,+15.404,Running
12,18,18,0,Eli Huertez,Pulang Kabayo Racing,Hard,1:25.111,+1.413,+16.818,Running
12,19,19,0,Erwin Kramer,OHSN Racing,Hard,1:25.466,+4.594,+21.412,Running
12,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
13,1,2,1,Sydney Aspen,Villiuride Racing,Soft,1:23.214,-,-,Running
13,2,1,-1,Ye Li,Racing Life,Soft,1:23.546,+0.208,+0.208,Running
13,3,4,1,Berend Boer,Orange Wheel Racing,Soft,1:23.448,+1.108,+1.316,Running
13,4,3,-1,Jamar Henry,Trike Motorsports,Soft,1:23.639,+0.142,+1.457,Running
13,5,5,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:23.618,+2.690,+4.148,Running
13,6,6,0,Aleksa Kozlov,LFL Engineering,Soft,1:25.050,+1.874,+6.022,Running
13,7,9,2,Aida Haque,Scuderia Ivanov Racing,Soft,1:23.915,+0.315,+6.337,Running
13,8,7,-1,Mark Graham,Trike Motorsports,Medium,1:23.800,+0.050,+6.387,Running
13,9,10,1,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:23.878,+0.337,+6.724,Running
13,10,8,-2,Monica Niculescu,Dacia Racing Team,Soft,1:25.308,+1.222,+7.945,Running
13,11,11,0,Fidan Basak,Pulang Kabayo Racing,Soft,1:25.631,+2.258,+10.203,Running
13,12,12,0,Franc Abel,Orange Wheel Racing,Medium,1:24.677,+0.050,+10.253,Running
13,13,14,1,Niamh Murphy,Racing Life,Medium,1:24.616,+1.286,+11.540,Running
13,14,13,-1,Al Fabet,Villiuride Racing,Hard,1:25.679,+1.013,+12.552,Running
13,15,15,0,Liesje Roser,Dacia Racing Team,Medium,1:24.981,+0.274,+12.826,Running
13,16,18,2,Eli Huertez,Pulang Kabayo Racing,Hard,1:23.320,+3.974,+16.800,Running
13,17,16,-1,Kanno Sora,LFL Engineering,Hard,1:25.545,+0.366,+17.166,Running
13,18,17,-1,Thorleif Valtyrsdotter,OHSN Racing,Medium,1:26.202,+1.103,+18.269,Running
13,19,19,0,Erwin Kramer,OHSN Racing,Hard,1:24.169,+3.975,+22.244,Running
13,20,20,0,Nelson Ramsey,Scuderia Ivanov Racing,Hard,1:25.475,+1.425,+11.884,Mechanical failure on lap 5
14,1,2,1,Ye Li,Racing Life,Soft,1:24.348,-,-,Running
14,2,3,1,Berend Boer,Orange Wheel Racing,Soft,1:23.224,+0.050,+0.050,Running
14,3,1,-2,Sydney Aspen,Villiuride Racing,Soft,1:24.681,+0.141,+0.191,Running
14,4,4,0,Jamar Henry,Trike Motorsports,Soft,1:24.543,+1.320,+1.510,Running
14,5,5,0,Damien Quibuyen,Mercedes AMG Motorsport,Soft,1:24.163,+2.311,+3.821,Running
14,6,7,1,Aida Haque,Scuderia Ivanov Racing,Soft,1:24.131,+1.687,+5.508,Running
14,7,6,-1,Aleksa Kozlov,LFL Engineering,Soft,1:24.026,+0.050,+5.558,Running
14,8,8,0,Mark Graham,Trike Motorsports,Medium,1:25.066,+1.405,+6.963,Running
14,9,10,1,Monica Niculescu,Dacia Racing Team,Soft,1:24.371,+0.205,+7.167,Running
14,10,9,-1,Ananda Chohan,Mercedes AMG Motorsport,Medium,1:24.984,+0.050,+7.217,Running
14,11,11,0,Fidan Basak,Pulang Kabayo Racing,Soft,1:23.522,+2.018,+9.236,Running
14,12,13,1,Niamh Murphy,Racing Life,Medium,1:23.893,+1.707,+10.943,Running
14,13,12,-1,Franc Abel,Orange Wheel Racing,Medium,1:25.253,+0.073,+11.017,Running
14,14,14,0,Al Fabet,Villiuride Racing,Hard,1:24.105,+1.151,+12.168,Running
14,15,15,0,Liesje Roser,Dacia Racing Team,Medium,1:24.390,+0.558,+12.726,Running
14,16,16,0,Eli Huertez,Pulang Kabayo Racing,Hard,1:24.828,+4.412,+17.138,Running
14,17,17,0,Kanno Sora,LFL Engineering,Hard,1:24.769,+0.307,+17.445,Running
